Transaction Date,Description,Amount
9/30/2023,Payable,54854
9/30/2023,Payable,33825
9/30/2023,Payable,0
9/30/2023,Payable,276390
9/30/2023,Payable,6584
9/30/2023,Payable,4765
9/30/2023,Payable,0
9/30/2023,Payable,0
9/30/2023,Payable,3001
9/30/2023,Payable,0
9/30/2023,Payable,925
9/30/2023,Payable,141543
9/30/2023,Payable,15934
9/30/2023,Payable,0
9/30/2023,Payable,45963
9/30/2023,Payable,5492
9/30/2023,Payable,0
9/30/2023,Payable,128
9/30/2023,Payable,215852
9/30/2023,Payable,87305
9/30/2023,Payable,70468
9/30/2023,Payable,0
9/30/2023,Payable,120
9/30/2023,Payable,0
9/30/2023,Payable,4000
9/30/2023,Payable,168536
9/30/2023,Payable,817122
9/30/2023,Payable,0
9/30/2023,Payable,0
9/30/2023,Payable,0
9/30/2023,Payable,200
9/30/2023,Payable,34205
9/30/2023,Payable,203535
9/30/2023,Payable,0
9/30/2023,Payable,10513
9/30/2023,Payable,20690
9/30/2023,Payable,44.59
9/30/2023,Payable,20509
9/30/2023,Payable,0
9/30/2023,Payable,0
9/30/2023,Payable,21695
9/30/2023,Payable,40821
9/30/2023,Payable,50700
9/30/2023,Payable,1452
9/30/2023,Payable,20063
9/30/2023,Payable,0
9/30/2023,Payable,0
9/30/2023,Payable,600
9/30/2023,Payable,262785
9/30/2023,Payable,0
9/30/2023,Payable,0
9/30/2023,Payable,8145
9/30/2023,Payable,0
9/30/2023,Payable,0
9/30/2023,Payable,564448
9/30/2023,Payable,23484
9/30/2023,Payable,151407
9/30/2023,Payable,124041
9/30/2023,Payable,0
9/30/2023,Payable,0
9/30/2023,Payable,40000
9/30/2023,Payable,33293
9/30/2023,Payable,8000
9/30/2023,Payable,0
9/30/2023,Payable,97987
9/30/2023,Payable,0
9/30/2023,Payable,0
9/30/2023,Payable,1547
9/30/2023,Payable,0
9/30/2023,Payable,0
9/30/2023,Payable,223705
9/30/2023,Payable,7827
9/30/2023,Payable,22326
9/30/2023,Payable,0
9/30/2023,Payable,0
9/30/2023,Payable,52911
9/30/2023,Payable,0
9/30/2023,Payable,0
9/30/2023,Payable,1127
9/30/2023,Payable,968
9/30/2023,Payable,0
9/30/2023,Payable,0
9/30/2023,Payable,0
9/30/2023,Payable,0
9/30/2023,Payable,0
9/30/2023,Payable,0
9/30/2023,Payable,5000
9/30/2023,Payable,0
9/30/2023,Payable,0
9/30/2023,Payable,0
9/30/2023,Payable,0
9/30/2023,Payable,0
9/30/2023,Payable,0
9/30/2023,Payable,19100
9/30/2023,Payable,0
9/30/2023,Payable,0
9/30/2023,Payable,0
9/30/2023,Payable,0
9/30/2023,Payable,0
9/30/2023,Payable,2044649
9/30/2023,Payable,1750
9/30/2023,Payable,4445
9/30/2023,Payable,11218
9/30/2023,Payable,77520
9/30/2023,Payable,0
9/30/2023,Payable,82
9/30/2023,Payable,0
9/30/2023,Payable,48514
9/30/2023,Payable,2500
9/30/2023,Payable,19609
9/30/2023,Payable,0
9/30/2023,Payable,0
9/30/2023,Payable,0
9/30/2023,Payable,0
9/30/2023,Payable,0
9/30/2023,Payable,184940
9/30/2023,Payable,3072
9/30/2023,Payable,0
9/30/2023,Payable,0
9/30/2023,Payable,0
9/30/2023,Payable,0
9/30/2023,Payable,0
9/30/2023,Payable,0
9/30/2023,Payable,0
9/30/2023,Payable,0
9/30/2023,Payable,0
9/30/2023,Payable,9753
9/30/2023,Payable,2000
9/30/2023,Payable,1182
9/30/2023,Payable,0
9/30/2023,Payable,0
9/30/2023,Payable,0
9/30/2023,Payable,245
9/30/2023,Payable,0
9/30/2023,Payable,0
9/30/2023,Payable,80576
9/30/2023,Payable,2050
9/30/2023,Payable,7334
9/30/2023,Payable,0
9/30/2023,Payable,21179.33
9/30/2023,Payable,0
9/30/2023,Payable,1
9/30/2023,Payable,0
9/30/2023,Payable,0
9/30/2023,Payable,0
9/30/2023,Payable,0
9/30/2023,Payable,47800
9/30/2023,Payable,0
9/30/2023,Payable,43
9/30/2023,Payable,46064
9/30/2023,Payable,56501
9/30/2023,Payable,0
9/30/2023,Payable,0
9/30/2023,Payable,67600
9/30/2023,Payable,2702
9/30/2023,Payable,0
9/30/2023,Payable,0
9/30/2023,Payable,31907
9/30/2023,Payable,37450
10/31/2023,Payable,30969
10/31/2023,Payable,41451
10/31/2023,Payable,0
4/30/2023,Investment Earnings,0
4/30/2023,Investment Earnings,0
4/30/2023,Investment Earnings,0
5/31/2023,Investment Earnings,0
5/31/2023,Investment Earnings,0
5/31/2023,Investment Earnings,0
5/31/2023,Investment Earnings,0
6/30/2023,Investment Earnings,23108.56
6/30/2023,Investment Earnings,0
6/30/2023,Investment Earnings,646827
6/30/2023,Investment Earnings,-5577
6/30/2023,Investment Earnings,-207065
6/30/2023,Investment Earnings,27
6/30/2023,Investment Earnings,-1688472.96
6/30/2023,Investment Earnings,0
6/30/2023,Investment Earnings,0
6/30/2023,Investment Earnings,1560
6/30/2023,Investment Earnings,3
6/30/2023,Investment Earnings,0
6/30/2023,Investment Earnings,3904
6/30/2023,Investment Earnings,-312780
6/30/2023,Investment Earnings,20626
6/30/2023,Investment Earnings,0
6/30/2023,Investment Earnings,5
6/30/2023,Investment Earnings,-92572.08
6/30/2023,Investment Earnings,0
6/30/2023,Investment Earnings,264
7/31/2023,Investment Earnings,1286
7/31/2023,Investment Earnings,0
8/31/2023,Investment Earnings,0
8/31/2023,Investment Earnings,1148
8/31/2023,Investment Earnings,0
8/31/2023,Investment Earnings,1857
9/30/2023,Investment Earnings,0
9/30/2023,Investment Earnings,0
9/30/2023,Investment Earnings,0
9/30/2023,Investment Earnings,6117
9/30/2023,Investment Earnings,765
9/30/2023,Investment Earnings,0
9/30/2023,Investment Earnings,0
9/30/2023,Investment Earnings,289
9/30/2023,Investment Earnings,0
9/30/2023,Investment Earnings,0
9/30/2023,Investment Earnings,47210
9/30/2023,Investment Earnings,629
9/30/2023,Investment Earnings,12974
9/30/2023,Investment Earnings,0
9/30/2023,Investment Earnings,18967
9/30/2023,Investment Earnings,156
9/30/2023,Investment Earnings,-229518
9/30/2023,Investment Earnings,3150
9/30/2023,Investment Earnings,0
9/30/2023,Investment Earnings,175
9/30/2023,Investment Earnings,0
9/30/2023,Investment Earnings,0
9/30/2023,Investment Earnings,0
9/30/2023,Investment Earnings,0
9/30/2023,Investment Earnings,0
9/30/2023,Investment Earnings,0
9/30/2023,Investment Earnings,0
9/30/2023,Investment Earnings,0
9/30/2023,Investment Earnings,0
9/30/2023,Investment Earnings,0
9/30/2023,Investment Earnings,9259
9/30/2023,Investment Earnings,539
9/30/2023,Investment Earnings,6127
9/30/2023,Investment Earnings,0
9/30/2023,Investment Earnings,0
9/30/2023,Investment Earnings,0
9/30/2023,Investment Earnings,0
9/30/2023,Investment Earnings,0
9/30/2023,Investment Earnings,0
9/30/2023,Investment Earnings,17339
9/30/2023,Investment Earnings,0
9/30/2023,Investment Earnings,5795
9/30/2023,Investment Earnings,10816
9/30/2023,Investment Earnings,0
9/30/2023,Investment Earnings,0
9/30/2023,Investment Earnings,102
9/30/2023,Investment Earnings,50949
9/30/2023,Investment Earnings,0
9/30/2023,Investment Earnings,96
9/30/2023,Investment Earnings,-212153.94
9/30/2023,Investment Earnings,474
9/30/2023,Investment Earnings,21795
9/30/2023,Investment Earnings,0
9/30/2023,Investment Earnings,39553
9/30/2023,Investment Earnings,20180
9/30/2023,Investment Earnings,417
9/30/2023,Investment Earnings,0
9/30/2023,Investment Earnings,292058
9/30/2023,Investment Earnings,0
9/30/2023,Investment Earnings,0
9/30/2023,Investment Earnings,0
9/30/2023,Investment Earnings,1
9/30/2023,Investment Earnings,304
9/30/2023,Investment Earnings,2313
9/30/2023,Investment Earnings,0
9/30/2023,Investment Earnings,4549
9/30/2023,Investment Earnings,11272
9/30/2023,Investment Earnings,246
9/30/2023,Investment Earnings,0
9/30/2023,Investment Earnings,0
9/30/2023,Investment Earnings,0
9/30/2023,Investment Earnings,0
9/30/2023,Investment Earnings,0
9/30/2023,Investment Earnings,307
9/30/2023,Investment Earnings,0
9/30/2023,Investment Earnings,10172
9/30/2023,Investment Earnings,2548
9/30/2023,Investment Earnings,-510579
9/30/2023,Investment Earnings,8600
9/30/2023,Investment Earnings,0
9/30/2023,Investment Earnings,1543
9/30/2023,Investment Earnings,-34924
9/30/2023,Investment Earnings,0
9/30/2023,Investment Earnings,2264
9/30/2023,Investment Earnings,0
9/30/2023,Investment Earnings,0
9/30/2023,Investment Earnings,0
9/30/2023,Investment Earnings,0
9/30/2023,Investment Earnings,0
9/30/2023,Investment Earnings,6
9/30/2023,Investment Earnings,0
9/30/2023,Investment Earnings,0
9/30/2023,Investment Earnings,0
9/30/2023,Investment Earnings,12899
9/30/2023,Investment Earnings,1681
9/30/2023,Investment Earnings,96
9/30/2023,Investment Earnings,9947
9/30/2023,Investment Earnings,0
9/30/2023,Investment Earnings,0
9/30/2023,Investment Earnings,0
9/30/2023,Investment Earnings,195391
9/30/2023,Investment Earnings,422
9/30/2023,Investment Earnings,12644
9/30/2023,Investment Earnings,8230
9/30/2023,Investment Earnings,303000
9/30/2023,Investment Earnings,1581866
9/30/2023,Investment Earnings,2577
9/30/2023,Investment Earnings,0
9/30/2023,Investment Earnings,682
9/30/2023,Investment Earnings,0
9/30/2023,Investment Earnings,0
9/30/2023,Investment Earnings,0
9/30/2023,Investment Earnings,592
9/30/2023,Investment Earnings,71856
9/30/2023,Investment Earnings,0
9/30/2023,Investment Earnings,311
9/30/2023,Investment Earnings,0
9/30/2023,Investment Earnings,102912
9/30/2023,Investment Earnings,346
9/30/2023,Investment Earnings,2194
9/30/2023,Investment Earnings,96411
9/30/2023,Investment Earnings,0
9/30/2023,Investment Earnings,4099
9/30/2023,Investment Earnings,0
9/30/2023,Investment Earnings,0
9/30/2023,Investment Earnings,0
9/30/2023,Investment Earnings,0
9/30/2023,Investment Earnings,28055
9/30/2023,Investment Earnings,300
9/30/2023,Investment Earnings,190
9/30/2023,Investment Earnings,131
9/30/2023,Investment Earnings,19411
9/30/2023,Investment Earnings,124
9/30/2023,Investment Earnings,0
9/30/2023,Investment Earnings,33403
9/30/2023,Investment Earnings,8
9/30/2023,Investment Earnings,0
9/30/2023,Investment Earnings,192
9/30/2023,Investment Earnings,3822
9/30/2023,Investment Earnings,151180
9/30/2023,Investment Earnings,0
9/30/2023,Investment Earnings,853
9/30/2023,Investment Earnings,0
9/30/2023,Investment Earnings,18
9/30/2023,Investment Earnings,0
9/30/2023,Investment Earnings,0
9/30/2023,Investment Earnings,160
9/30/2023,Investment Earnings,0
9/30/2023,Investment Earnings,7661
9/30/2023,Investment Earnings,114
9/30/2023,Investment Earnings,37643
9/30/2023,Investment Earnings,341
9/30/2023,Investment Earnings,0
9/30/2023,Investment Earnings,0
9/30/2023,Investment Earnings,0
9/30/2023,Investment Earnings,0
9/30/2023,Investment Earnings,592
9/30/2023,Investment Earnings,28021
9/30/2023,Investment Earnings,3724
9/30/2023,Investment Earnings,0
9/30/2023,Investment Earnings,182
9/30/2023,Investment Earnings,17584
9/30/2023,Investment Earnings,30
9/30/2023,Investment Earnings,0
9/30/2023,Investment Earnings,0
9/30/2023,Investment Earnings,718
9/30/2023,Investment Earnings,45229
9/30/2023,Investment Earnings,100157
9/30/2023,Investment Earnings,0
9/30/2023,Investment Earnings,553.1
9/30/2023,Investment Earnings,0
9/30/2023,Investment Earnings,0
9/30/2023,Investment Earnings,8968
9/30/2023,Investment Earnings,131
9/30/2023,Investment Earnings,0
9/30/2023,Investment Earnings,0
9/30/2023,Investment Earnings,3422
9/30/2023,Investment Earnings,4664
9/30/2023,Investment Earnings,126
9/30/2023,Investment Earnings,3056
9/30/2023,Investment Earnings,6222
9/30/2023,Investment Earnings,0
9/30/2023,Investment Earnings,0
9/30/2023,Investment Earnings,0
9/30/2023,Investment Earnings,109
9/30/2023,Investment Earnings,219
9/30/2023,Investment Earnings,0
9/30/2023,Investment Earnings,0
9/30/2023,Investment Earnings,39973
9/30/2023,Investment Earnings,11
9/30/2023,Investment Earnings,1415.92
9/30/2023,Investment Earnings,36419
9/30/2023,Investment Earnings,0
9/30/2023,Investment Earnings,0
9/30/2023,Investment Earnings,0
9/30/2023,Investment Earnings,25958
9/30/2023,Investment Earnings,5848
9/30/2023,Investment Earnings,10223
9/30/2023,Investment Earnings,0
9/30/2023,Investment Earnings,0
9/30/2023,Investment Earnings,10974
9/30/2023,Investment Earnings,577325
9/30/2023,Investment Earnings,0
9/30/2023,Investment Earnings,0
9/30/2023,Investment Earnings,5614
9/30/2023,Investment Earnings,410
9/30/2023,Investment Earnings,9302
9/30/2023,Investment Earnings,0
9/30/2023,Investment Earnings,5078
9/30/2023,Investment Earnings,0
10/31/2023,Investment Earnings,0
10/31/2023,Investment Earnings,0
10/31/2023,Investment Earnings,0
4/30/2023,Net Assets,190946
4/30/2023,Net Assets,1126003
4/30/2023,Net Assets,7513003
5/31/2023,Net Assets,202463
5/31/2023,Net Assets,0
5/31/2023,Net Assets,5433001
5/31/2023,Net Assets,206588
6/30/2023,Net Assets,26580222.14
6/30/2023,Net Assets,386678411
6/30/2023,Net Assets,431681022
6/30/2023,Net Assets,8091752
6/30/2023,Net Assets,312901230
6/30/2023,Net Assets,61667
6/30/2023,Net Assets,-2424749993
6/30/2023,Net Assets,3642876
6/30/2023,Net Assets,642165640
6/30/2023,Net Assets,30272964
6/30/2023,Net Assets,4999
6/30/2023,Net Assets,1206732
6/30/2023,Net Assets,4921629
6/30/2023,Net Assets,47286334
6/30/2023,Net Assets,2237304
6/30/2023,Net Assets,1558199
6/30/2023,Net Assets,27214
6/30/2023,Net Assets,-868072264.9
6/30/2023,Net Assets,1997675
6/30/2023,Net Assets,258550
7/31/2023,Net Assets,3497089
7/31/2023,Net Assets,-37479
8/31/2023,Net Assets,0
8/31/2023,Net Assets,951895
8/31/2023,Net Assets,1531541
8/31/2023,Net Assets,1287524
9/30/2023,Net Assets,50280
9/30/2023,Net Assets,608322
9/30/2023,Net Assets,19572959
9/30/2023,Net Assets,1868345
9/30/2023,Net Assets,6555648
9/30/2023,Net Assets,428585
9/30/2023,Net Assets,20989
9/30/2023,Net Assets,-123097
9/30/2023,Net Assets,1187113
9/30/2023,Net Assets,712328
9/30/2023,Net Assets,-53671640
9/30/2023,Net Assets,7349659
9/30/2023,Net Assets,22174886
9/30/2023,Net Assets,3819821
9/30/2023,Net Assets,87598751
9/30/2023,Net Assets,114900
9/30/2023,Net Assets,17188210
9/30/2023,Net Assets,4188148
9/30/2023,Net Assets,8723906
9/30/2023,Net Assets,428658
9/30/2023,Net Assets,656668
9/30/2023,Net Assets,514862
9/30/2023,Net Assets,2452227
9/30/2023,Net Assets,-26882000
9/30/2023,Net Assets,0
9/30/2023,Net Assets,1208301
9/30/2023,Net Assets,488479
9/30/2023,Net Assets,-38691933
9/30/2023,Net Assets,138607
9/30/2023,Net Assets,470047
9/30/2023,Net Assets,-1330452
9/30/2023,Net Assets,596806
9/30/2023,Net Assets,6905086
9/30/2023,Net Assets,0
9/30/2023,Net Assets,439992
9/30/2023,Net Assets,9579121
9/30/2023,Net Assets,0
9/30/2023,Net Assets,20518
9/30/2023,Net Assets,80768.12
9/30/2023,Net Assets,428118
9/30/2023,Net Assets,591
9/30/2023,Net Assets,2734516
9/30/2023,Net Assets,-19596423
9/30/2023,Net Assets,3839078
9/30/2023,Net Assets,1157685
9/30/2023,Net Assets,150858
9/30/2023,Net Assets,-10864157
9/30/2023,Net Assets,797974
9/30/2023,Net Assets,2291863
9/30/2023,Net Assets,3437759.38
9/30/2023,Net Assets,59115
9/30/2023,Net Assets,2878584
9/30/2023,Net Assets,295011.09
9/30/2023,Net Assets,-59931567
9/30/2023,Net Assets,620721
9/30/2023,Net Assets,884470
9/30/2023,Net Assets,1525158
9/30/2023,Net Assets,-312368954
9/30/2023,Net Assets,0
9/30/2023,Net Assets,2481598
9/30/2023,Net Assets,40019
9/30/2023,Net Assets,6845
9/30/2023,Net Assets,2543503
9/30/2023,Net Assets,1100363
9/30/2023,Net Assets,30954
9/30/2023,Net Assets,10743467
9/30/2023,Net Assets,-20647829
9/30/2023,Net Assets,98131
9/30/2023,Net Assets,374.83
9/30/2023,Net Assets,2492870
9/30/2023,Net Assets,3417160
9/30/2023,Net Assets,3235077
9/30/2023,Net Assets,8092934
9/30/2023,Net Assets,353039
9/30/2023,Net Assets,303270
9/30/2023,Net Assets,-13855292
9/30/2023,Net Assets,19673386
9/30/2023,Net Assets,48131632
9/30/2023,Net Assets,1673133
9/30/2023,Net Assets,-24482950
9/30/2023,Net Assets,365398
9/30/2023,Net Assets,2927489
9/30/2023,Net Assets,611860
9/30/2023,Net Assets,2414739
9/30/2023,Net Assets,12486
9/30/2023,Net Assets,3695379
9/30/2023,Net Assets,2458218
9/30/2023,Net Assets,17276.75
9/30/2023,Net Assets,1948063
9/30/2023,Net Assets,111015
9/30/2023,Net Assets,0
9/30/2023,Net Assets,1859179
9/30/2023,Net Assets,160224
9/30/2023,Net Assets,-17803716
9/30/2023,Net Assets,2002023
9/30/2023,Net Assets,1184958
9/30/2023,Net Assets,1441823
9/30/2023,Net Assets,319742
9/30/2023,Net Assets,9644
9/30/2023,Net Assets,6503761
9/30/2023,Net Assets,-275094686
9/30/2023,Net Assets,253161
9/30/2023,Net Assets,10642392
9/30/2023,Net Assets,1046558
9/30/2023,Net Assets,-469893000
9/30/2023,Net Assets,1170509
9/30/2023,Net Assets,704673
9/30/2023,Net Assets,0
9/30/2023,Net Assets,3099292
9/30/2023,Net Assets,1021237
9/30/2023,Net Assets,155563
9/30/2023,Net Assets,-52883938
9/30/2023,Net Assets,577830
9/30/2023,Net Assets,-98672343
9/30/2023,Net Assets,253315
9/30/2023,Net Assets,1380903
9/30/2023,Net Assets,7000000
9/30/2023,Net Assets,-112032074
9/30/2023,Net Assets,4117108
9/30/2023,Net Assets,222325
9/30/2023,Net Assets,-27408085
9/30/2023,Net Assets,3767238
9/30/2023,Net Assets,1835411
9/30/2023,Net Assets,153646
9/30/2023,Net Assets,1814528
9/30/2023,Net Assets,1075
9/30/2023,Net Assets,3369176
9/30/2023,Net Assets,-19329433
9/30/2023,Net Assets,632804
9/30/2023,Net Assets,123042
9/30/2023,Net Assets,333926
9/30/2023,Net Assets,-16842515
9/30/2023,Net Assets,12246466
9/30/2023,Net Assets,30000
9/30/2023,Net Assets,-36222011
9/30/2023,Net Assets,262
9/30/2023,Net Assets,0
9/30/2023,Net Assets,46721
9/30/2023,Net Assets,1014135
9/30/2023,Net Assets,-90685682
9/30/2023,Net Assets,767723
9/30/2023,Net Assets,498120
9/30/2023,Net Assets,191015
9/30/2023,Net Assets,112108
9/30/2023,Net Assets,95404
9/30/2023,Net Assets,-5258535
9/30/2023,Net Assets,148313
9/30/2023,Net Assets,37516
9/30/2023,Net Assets,-10054479
9/30/2023,Net Assets,1810823
9/30/2023,Net Assets,8979568
9/30/2023,Net Assets,166301
9/30/2023,Net Assets,592583
9/30/2023,Net Assets,15672805
9/30/2023,Net Assets,823430
9/30/2023,Net Assets,237723
9/30/2023,Net Assets,443270
9/30/2023,Net Assets,-37099009
9/30/2023,Net Assets,842871
9/30/2023,Net Assets,-105938401
9/30/2023,Net Assets,607872
9/30/2023,Net Assets,-12761971
9/30/2023,Net Assets,1682963
9/30/2023,Net Assets,15742
9/30/2023,Net Assets,9150
9/30/2023,Net Assets,1308471
9/30/2023,Net Assets,3737420
9/30/2023,Net Assets,-19428153
9/30/2023,Net Assets,11094
9/30/2023,Net Assets,3909475.29
9/30/2023,Net Assets,162424
9/30/2023,Net Assets,207752
9/30/2023,Net Assets,-16449932
9/30/2023,Net Assets,543794
9/30/2023,Net Assets,-13211409
9/30/2023,Net Assets,26210
9/30/2023,Net Assets,1954482
9/30/2023,Net Assets,465175
9/30/2023,Net Assets,267793
9/30/2023,Net Assets,366560
9/30/2023,Net Assets,2179191
9/30/2023,Net Assets,476575
9/30/2023,Net Assets,6409
9/30/2023,Net Assets,0
9/30/2023,Net Assets,247086
9/30/2023,Net Assets,467364
9/30/2023,Net Assets,667662
9/30/2023,Net Assets,2108258
9/30/2023,Net Assets,1536643
9/30/2023,Net Assets,194972
9/30/2023,Net Assets,444526.58
9/30/2023,Net Assets,-35653194
9/30/2023,Net Assets,0
9/30/2023,Net Assets,169191
9/30/2023,Net Assets,1536460
9/30/2023,Net Assets,-5592963
9/30/2023,Net Assets,5005934
9/30/2023,Net Assets,-9613601
9/30/2023,Net Assets,196233
9/30/2023,Net Assets,7040349
9/30/2023,Net Assets,603055
9/30/2023,Net Assets,-133447977
9/30/2023,Net Assets,96108
9/30/2023,Net Assets,0
9/30/2023,Net Assets,3594152
9/30/2023,Net Assets,898282
9/30/2023,Net Assets,-12457712
9/30/2023,Net Assets,68602
9/30/2023,Net Assets,-6434489
9/30/2023,Net Assets,2820831
10/31/2023,Net Assets,200031
10/31/2023,Net Assets,1160658
10/31/2023,Net Assets,5690331
4/30/2023,Deferred Revenue,20000
4/30/2023,Deferred Revenue,0
4/30/2023,Deferred Revenue,0
5/31/2023,Deferred Revenue,0
5/31/2023,Deferred Revenue,0
5/31/2023,Deferred Revenue,0
5/31/2023,Deferred Revenue,0
6/30/2023,Deferred Revenue,83992.52
6/30/2023,Deferred Revenue,910262
6/30/2023,Deferred Revenue,11724492
6/30/2023,Deferred Revenue,352347
6/30/2023,Deferred Revenue,1544792
6/30/2023,Deferred Revenue,0
6/30/2023,Deferred Revenue,108436046.5
6/30/2023,Deferred Revenue,0
6/30/2023,Deferred Revenue,36659596
6/30/2023,Deferred Revenue,0
6/30/2023,Deferred Revenue,0
6/30/2023,Deferred Revenue,12000
6/30/2023,Deferred Revenue,0
6/30/2023,Deferred Revenue,0
6/30/2023,Deferred Revenue,0
6/30/2023,Deferred Revenue,0
6/30/2023,Deferred Revenue,0
6/30/2023,Deferred Revenue,65104000
6/30/2023,Deferred Revenue,1079
6/30/2023,Deferred Revenue,0
7/31/2023,Deferred Revenue,36750
7/31/2023,Deferred Revenue,0
8/31/2023,Deferred Revenue,0
8/31/2023,Deferred Revenue,14148
8/31/2023,Deferred Revenue,0
8/31/2023,Deferred Revenue,260632
9/30/2023,Deferred Revenue,0
9/30/2023,Deferred Revenue,3951
9/30/2023,Deferred Revenue,0
9/30/2023,Deferred Revenue,0
9/30/2023,Deferred Revenue,1094704
9/30/2023,Deferred Revenue,21008
9/30/2023,Deferred Revenue,0
9/30/2023,Deferred Revenue,233239
9/30/2023,Deferred Revenue,951460
9/30/2023,Deferred Revenue,5782542
9/30/2023,Deferred Revenue,0
9/30/2023,Deferred Revenue,10571964
9/30/2023,Deferred Revenue,97105
9/30/2023,Deferred Revenue,0
9/30/2023,Deferred Revenue,53843820
9/30/2023,Deferred Revenue,0
9/30/2023,Deferred Revenue,2517640
9/30/2023,Deferred Revenue,0
9/30/2023,Deferred Revenue,181954443
9/30/2023,Deferred Revenue,0
9/30/2023,Deferred Revenue,0
9/30/2023,Deferred Revenue,0
9/30/2023,Deferred Revenue,0
9/30/2023,Deferred Revenue,0
9/30/2023,Deferred Revenue,0
9/30/2023,Deferred Revenue,59841
9/30/2023,Deferred Revenue,1673672
9/30/2023,Deferred Revenue,0
9/30/2023,Deferred Revenue,0
9/30/2023,Deferred Revenue,0
9/30/2023,Deferred Revenue,0
9/30/2023,Deferred Revenue,0
9/30/2023,Deferred Revenue,0
9/30/2023,Deferred Revenue,0
9/30/2023,Deferred Revenue,0
9/30/2023,Deferred Revenue,0
9/30/2023,Deferred Revenue,0
9/30/2023,Deferred Revenue,0
9/30/2023,Deferred Revenue,0
9/30/2023,Deferred Revenue,0
9/30/2023,Deferred Revenue,0
9/30/2023,Deferred Revenue,102249
9/30/2023,Deferred Revenue,0
9/30/2023,Deferred Revenue,600
9/30/2023,Deferred Revenue,206467
9/30/2023,Deferred Revenue,0
9/30/2023,Deferred Revenue,0
9/30/2023,Deferred Revenue,0
9/30/2023,Deferred Revenue,16217
9/30/2023,Deferred Revenue,0
9/30/2023,Deferred Revenue,0
9/30/2023,Deferred Revenue,0
9/30/2023,Deferred Revenue,0
9/30/2023,Deferred Revenue,0
9/30/2023,Deferred Revenue,14534819
9/30/2023,Deferred Revenue,57000
9/30/2023,Deferred Revenue,0
9/30/2023,Deferred Revenue,0
9/30/2023,Deferred Revenue,0
9/30/2023,Deferred Revenue,0
9/30/2023,Deferred Revenue,52462
9/30/2023,Deferred Revenue,0
9/30/2023,Deferred Revenue,0
9/30/2023,Deferred Revenue,8809
9/30/2023,Deferred Revenue,0
9/30/2023,Deferred Revenue,60934
9/30/2023,Deferred Revenue,0
9/30/2023,Deferred Revenue,2000
9/30/2023,Deferred Revenue,0
9/30/2023,Deferred Revenue,4429
9/30/2023,Deferred Revenue,95486
9/30/2023,Deferred Revenue,1107654
9/30/2023,Deferred Revenue,0
9/30/2023,Deferred Revenue,0
9/30/2023,Deferred Revenue,0
9/30/2023,Deferred Revenue,0
9/30/2023,Deferred Revenue,143037
9/30/2023,Deferred Revenue,0
9/30/2023,Deferred Revenue,0
9/30/2023,Deferred Revenue,0
9/30/2023,Deferred Revenue,0
9/30/2023,Deferred Revenue,4000
9/30/2023,Deferred Revenue,0
9/30/2023,Deferred Revenue,1101166
9/30/2023,Deferred Revenue,0
9/30/2023,Deferred Revenue,1511585
9/30/2023,Deferred Revenue,0
9/30/2023,Deferred Revenue,0
9/30/2023,Deferred Revenue,0
9/30/2023,Deferred Revenue,0
9/30/2023,Deferred Revenue,0
9/30/2023,Deferred Revenue,0
9/30/2023,Deferred Revenue,507530
9/30/2023,Deferred Revenue,0
9/30/2023,Deferred Revenue,1500000
9/30/2023,Deferred Revenue,0
9/30/2023,Deferred Revenue,0
9/30/2023,Deferred Revenue,0
9/30/2023,Deferred Revenue,0
9/30/2023,Deferred Revenue,4648
9/30/2023,Deferred Revenue,0
9/30/2023,Deferred Revenue,0
9/30/2023,Deferred Revenue,0
9/30/2023,Deferred Revenue,8000
9/30/2023,Deferred Revenue,0
9/30/2023,Deferred Revenue,0
9/30/2023,Deferred Revenue,0
9/30/2023,Deferred Revenue,0
9/30/2023,Deferred Revenue,0
9/30/2023,Deferred Revenue,0
9/30/2023,Deferred Revenue,0
9/30/2023,Deferred Revenue,3509320
9/30/2023,Deferred Revenue,0
9/30/2023,Deferred Revenue,0
9/30/2023,Deferred Revenue,0
9/30/2023,Deferred Revenue,0
9/30/2023,Deferred Revenue,0
9/30/2023,Deferred Revenue,0
9/30/2023,Deferred Revenue,0
9/30/2023,Deferred Revenue,0
9/30/2023,Deferred Revenue,0
9/30/2023,Deferred Revenue,35934
9/30/2023,Deferred Revenue,0
9/30/2023,Deferred Revenue,0
9/30/2023,Deferred Revenue,0
9/30/2023,Deferred Revenue,0
9/30/2023,Deferred Revenue,0
9/30/2023,Deferred Revenue,0
9/30/2023,Deferred Revenue,0
9/30/2023,Deferred Revenue,0
9/30/2023,Deferred Revenue,0
9/30/2023,Deferred Revenue,0
9/30/2023,Deferred Revenue,0
9/30/2023,Deferred Revenue,0
9/30/2023,Deferred Revenue,0
9/30/2023,Deferred Revenue,0
9/30/2023,Deferred Revenue,0
9/30/2023,Deferred Revenue,0
9/30/2023,Deferred Revenue,0
9/30/2023,Deferred Revenue,0
9/30/2023,Deferred Revenue,0
9/30/2023,Deferred Revenue,0
9/30/2023,Deferred Revenue,0
9/30/2023,Deferred Revenue,0
9/30/2023,Deferred Revenue,1610454
9/30/2023,Deferred Revenue,0
9/30/2023,Deferred Revenue,0
9/30/2023,Deferred Revenue,0
9/30/2023,Deferred Revenue,0
9/30/2023,Deferred Revenue,0
9/30/2023,Deferred Revenue,2003178
9/30/2023,Deferred Revenue,0
