Department,Entity,Transaction Date,Product Family,Description,Supplier Name,Transaction Number,Amount
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Fusion,Rullion Engineering Ltd,5177138,7036.65
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Fusion,Rullion Engineering Ltd,5177139,2493
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Fusion,Rullion Engineering Ltd,5177140,3506.88
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Other,Rullion Engineering Ltd,5177141,8496
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Other,Rullion Engineering Ltd,5177142,2209.35
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Other,Rullion Engineering Ltd,5177143,6126.09
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Fusion,Rullion Engineering Ltd,5177145,4126.01
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Fusion,Rullion Engineering Ltd,5177147,1756.14
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Other,Rullion Engineering Ltd,5177150,5219.79
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Other,Rullion Engineering Ltd,5177151,7942.95
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Fusion,Rullion Engineering Ltd,5177152,4167
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Fusion,Rullion Engineering Ltd,5177153,3986.43
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Other,Rullion Engineering Ltd,5177154,9513.64
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Fusion,Rullion Engineering Ltd,5177155,3136.94
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Fusion,Rullion Engineering Ltd,5177156,4794.77
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Fusion,Rullion Engineering Ltd,5177157,6759.9
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Fusion,Rullion Engineering Ltd,5177163,5615.94
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Fusion,Rullion Engineering Ltd,5177164,6817.51
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Fusion,Rullion Engineering Ltd,5177165,7976.79
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Support Services,Rullion Engineering Ltd,5177166,5923.37
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Support Services,Rullion Engineering Ltd,5177167,9446.34
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Support Services,Rullion Engineering Ltd,5177168,7977.15
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Fusion,Rullion Engineering Ltd,5177169,2867.4
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Support Services,Rullion Engineering Ltd,5177172,9998.64
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Fusion,Rullion Engineering Ltd,5177173,4686.2
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Other,Rullion Engineering Ltd,5177175,2224.44
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Fusion,Rullion Engineering Ltd,5177179,3831.84
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Support Services,Rullion Engineering Ltd,5177180,6679.38
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Support Services,Rullion Engineering Ltd,5177182,8803.94
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Fusion,Rullion Engineering Ltd,5177183,1239.34
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Support Services,Rullion Engineering Ltd,5177184,2517.75
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Fusion,Rullion Engineering Ltd,5177187,2498.04
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Fusion,Rullion Engineering Ltd,5177188,2291.84
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Fusion,Rullion Engineering Ltd,5177189,8552.39
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Support Services,Rullion Engineering Ltd,5177190,5475.66
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Other,Rullion Engineering Ltd,5177194,8554.29
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Other,Rullion Engineering Ltd,5177197,4383.54
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Fusion,Rullion Engineering Ltd,5177198,3159.24
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Other,Rullion Engineering Ltd,5177204,3722.95
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Support Services,Rullion Engineering Ltd,5177205,9578.14
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Other,Rullion Engineering Ltd,5177206,1639.06
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Other,Rullion Engineering Ltd,5177207,4667.4
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Fusion,Rullion Engineering Ltd,5177212,2186.1
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Fusion,Rullion Engineering Ltd,5177213,3039.61
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Other,Rullion Engineering Ltd,5177214,1501.28
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Fusion,Rullion Engineering Ltd,5177215,4373.34
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Support Services,Rullion Engineering Ltd,5177223,8374.98
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Support Services,Rullion Engineering Ltd,5177224,9327.17
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Fusion,Rullion Engineering Ltd,5177225,9007.58
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Fusion,Rullion Engineering Ltd,5177230,3372.14
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Fusion,Rullion Engineering Ltd,5177232,16204.35
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Fusion,Rullion Engineering Ltd,5177233,8471.54
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Support Services,Rullion Engineering Ltd,5177234,685.75
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Other,Rullion Engineering Ltd,5177235,12755.52
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Fusion,Rullion Engineering Ltd,5177238,1873.22
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Fusion,Rullion Engineering Ltd,5177239,8365.5
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Fusion,Rullion Engineering Ltd,5177240,3302.72
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Other,Rullion Engineering Ltd,5177241,2802.39
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Fusion,Rullion Engineering Ltd,5177254,6103.62
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Other,Rullion Engineering Ltd,5177255,6162.26
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Fusion,Rullion Engineering Ltd,5177256,2137.74
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Fusion,Rullion Engineering Ltd,5177257,5698.21
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Fusion,Rullion Engineering Ltd,5177258,5615.94
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Fusion,Rullion Engineering Ltd,5177261,6703.2
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Fusion,Rullion Engineering Ltd,5177262,4504.96
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Support Services,Rullion Engineering Ltd,5177263,8968.5
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Fusion,Rullion Engineering Ltd,5177267,4412
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Fusion,Rullion Engineering Ltd,5177272,3320.25
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Fusion,Rullion Engineering Ltd,5177273,2654.8
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Fusion,Rullion Engineering Ltd,5177274,8638.35
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Fusion,Rullion Engineering Ltd,5177275,10644.75
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Fusion,Rullion Engineering Ltd,5177276,2785.22
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Other,Rullion Engineering Ltd,5177277,7482.69
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Other,Rullion Engineering Ltd,5177278,627.83
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Support Services,Rullion Engineering Ltd,5177279,9326.71
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Fusion,Rullion Engineering Ltd,5177280,7678.14
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Support Services,Rullion Engineering Ltd,5177281,7665.38
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Support Services,Rullion Engineering Ltd,5177282,6271.44
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Fusion,Rullion Engineering Ltd,5177283,1899.92
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Support Services,Rullion Engineering Ltd,5177284,4070.67
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Support Services,Rullion Engineering Ltd,5177285,6398.5
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Other,Rullion Engineering Ltd,5177287,703.98
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Other,Rullion Engineering Ltd,5177288,6767.46
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Fusion,Rullion Engineering Ltd,5177289,3112.2
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Fusion,Rullion Engineering Ltd,5177290,1269.04
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Other,Rullion Engineering Ltd,5177291,8189.95
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Other,Rullion Engineering Ltd,5177292,7645.06
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Support Services,Rullion Engineering Ltd,5177293,8914.06
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Support Services,Rullion Engineering Ltd,5177294,5189.25
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Support Services,Rullion Engineering Ltd,5177295,6734.97
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Support Services,Rullion Engineering Ltd,5177296,9456.21
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Support Services,Rullion Engineering Ltd,5177297,9680.04
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Support Services,Rullion Engineering Ltd,5177298,8466.6
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Other,Rullion Engineering Ltd,5177299,7129.62
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Other,Rullion Engineering Ltd,5177300,3367.08
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Other,Rullion Engineering Ltd,5177301,1442
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Other,Rullion Engineering Ltd,5177302,9467.86
DESNZ,UKAEA,5/15/2024,Engineering Goods,Expense - Fusion,BOC Ltd,5177305,535.25
DESNZ,UKAEA,5/15/2024,Engineering Goods,Expense - Fusion,BOC Ltd,5177306,2813.04
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Property,Rullion Engineering Ltd,5177309,1471
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Fusion,Rullion Engineering Ltd,5177310,6505.14
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Fusion,Rullion Engineering Ltd,5177311,8195.19
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Other,Rullion Engineering Ltd,5177312,3895.88
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Fusion,Rullion Engineering Ltd,5177313,6619.14
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Fusion,Rullion Engineering Ltd,5177314,2378.75
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Fusion,Rullion Engineering Ltd,5177315,7426.37
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Fusion,Rullion Engineering Ltd,5177317,1513.5
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Other,Rullion Engineering Ltd,5177318,8934.75
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Property,Rullion Engineering Ltd,5177319,2350.36
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Fusion,Rullion Engineering Ltd,5177320,5320.37
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Fusion,Rullion Engineering Ltd,5177321,6703.2
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Fusion,Rullion Engineering Ltd,5177322,3733.8
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Fusion,Rullion Engineering Ltd,5177323,5490.54
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Fusion,Rullion Engineering Ltd,5177324,3153.25
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Fusion,Rullion Engineering Ltd,5177325,5588.85
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Fusion,Rullion Engineering Ltd,5177326,5970.39
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Other,Rullion Engineering Ltd,5177327,2140.73
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Fusion,Rullion Engineering Ltd,5177328,3561.79
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Fusion,Rullion Engineering Ltd,5177329,8524.12
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Fusion,Rullion Engineering Ltd,5177330,10339.8
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Fusion,Rullion Engineering Ltd,5177331,5104.35
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Fusion,Rullion Engineering Ltd,5177332,3764.88
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Fusion,Rullion Engineering Ltd,5177333,3264
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Support Services,Rullion Engineering Ltd,5177335,9038.26
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Support Services,Rullion Engineering Ltd,5177339,3399.15
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Fusion,Rullion Engineering Ltd,5177340,9088.65
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Support Services,Rullion Engineering Ltd,5177341,6702.22
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Other,Rullion Engineering Ltd,5177342,5400.75
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Fusion,Rullion Engineering Ltd,5177343,7343.28
DESNZ,UKAEA,5/15/2024,Construction,Expense - Other,Optimum Electrical Engineering Limited,5177345,75060.88
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Other,Rullion Engineering Ltd,5177347,1486.8
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Fusion,Rullion Engineering Ltd,5177349,2565
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Fusion,Rullion Engineering Ltd,5177350,2232
DESNZ,UKAEA,5/15/2024,Engineering Goods,Expense - Fusion,Gows Lybster Limited,5177351,9685.32
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Other,Rullion Engineering Ltd,5177352,9834.67
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Fusion,Rullion Engineering Ltd,5177353,2565
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Fusion,Rullion Engineering Ltd,5177354,1077.3
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Fusion,Rullion Engineering Ltd,5177356,12321.88
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Fusion,Rullion Engineering Ltd,5177357,2731.3
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Fusion,Rullion Engineering Ltd,5177358,10810.07
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Other,Rullion Engineering Ltd,5177360,3157.09
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Fusion,Rullion Engineering Ltd,5177362,2720.26
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Fusion,Rullion Engineering Ltd,5177363,539.25
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Fusion,Rullion Engineering Ltd,5177364,2875.47
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Support Services,Rullion Engineering Ltd,5177365,5288.1
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Fusion,Rullion Engineering Ltd,5177367,3060.47
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Fusion,Rullion Engineering Ltd,5177368,3012.45
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Fusion,Rullion Engineering Ltd,5177369,1444.8
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Fusion,Rullion Engineering Ltd,5177370,7011
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Fusion,Rullion Engineering Ltd,5177371,4340.27
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Fusion,Rullion Engineering Ltd,5177372,2602.13
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Fusion,Rullion Engineering Ltd,5177373,6725.7
DESNZ,UKAEA,5/15/2024,ICT,Expense - Support Services,Softcat Plc,5177374,26215
DESNZ,UKAEA,5/15/2024,Facilities,Expense - Fusion,Dalkia Operations Ltd,5177377,11569.28
DESNZ,UKAEA,5/15/2024,Facilities,Expense - Property,Dalkia Operations Ltd,5177377,695.09
DESNZ,UKAEA,5/15/2024,Facilities,Expense - Property,Dalkia Operations Ltd,5177377,2915.71
DESNZ,UKAEA,5/15/2024,Facilities,Expense - Property,Dalkia Operations Ltd,5177377,9641.82
DESNZ,UKAEA,5/15/2024,Engineering Goods,Expense - Fusion,CMR Controls,5177378,618
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Fusion,Rullion Engineering Ltd,5177379,5335.81
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Fusion,Rullion Engineering Ltd,5177380,4334.63
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Fusion,Rullion Engineering Ltd,5177381,6937.18
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Fusion,Rullion Engineering Ltd,5177382,3193.89
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Fusion,Rullion Engineering Ltd,5177383,6369.75
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Fusion,Rullion Engineering Ltd,5177384,5824.43
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Fusion,Rullion Engineering Ltd,5177385,5509.06
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Fusion,Rullion Engineering Ltd,5177386,4355.4
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Fusion,Rullion Engineering Ltd,5177387,6186.8
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Fusion,Rullion Engineering Ltd,5177388,3947.63
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Fusion,Rullion Engineering Ltd,5177389,2836.16
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Fusion,Rullion Engineering Ltd,5177390,5977.12
DESNZ,UKAEA,5/15/2024,Temporary Staff - Industrial Placements,Expense - Support Services,AtkinsRealis UK Ltd,5177392,3178.56
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Fusion,Rullion Engineering Ltd,5177393,4045.6
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Fusion,Rullion Engineering Ltd,5177394,4344.3
DESNZ,UKAEA,5/15/2024,Temporary Staff - Industrial Placements,Expense - Support Services,Arcadis Consulting (UK) Limited,5177397,16653.83
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Other,Rullion Engineering Ltd,5177398,1756.14
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Other,Rullion Engineering Ltd,5177399,3060.62
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Other,Rullion Engineering Ltd,5177400,2107.36
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Other,Rullion Engineering Ltd,5177401,10657.87
DESNZ,UKAEA,5/15/2024,Professional Services,Expense - Other,Haseltine Lake Kempner LLP,5177402,3500
DESNZ,UKAEA,5/15/2024,Professional Services,Expense - Other,Haseltine Lake Kempner LLP,5177403,-3104.27
DESNZ,UKAEA,5/15/2024,Professional Services,Expense - Other,Haseltine Lake Kempner LLP,5177403,3104.27
DESNZ,UKAEA,5/15/2024,Professional Services,Expense - Other,Haseltine Lake Kempner LLP,5177403,7500
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Fusion,Rullion Engineering Ltd,5177405,6204.4
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Fusion,Rullion Engineering Ltd,5177406,4125.13
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Support Services,Rullion Engineering Ltd,5177407,2983.41
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Fusion,Rullion Engineering Ltd,5177408,2944.86
DESNZ,UKAEA,5/15/2024,Engineering Goods,Expense - Fusion,Semmco LPS Ltd,5177409,1198
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Other,Rullion Engineering Ltd,5177410,5854.8
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Other,Rullion Engineering Ltd,5177411,3396.25
DESNZ,UKAEA,5/15/2024,Temporary Staff - Industrial Placements,Expense - Fusion,AtkinsRealis UK Ltd,5177412,10990.48
DESNZ,UKAEA,5/15/2024,Professional Services,Expense - Other,Haseltine Lake Kempner LLP,5177413,6200
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Fusion,Rullion Engineering Ltd,5177415,3684.6
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Support Services,Rullion Engineering Ltd,5177416,10504.98
DESNZ,UKAEA,5/15/2024,Professional Services,Expense - Fusion,Burges Salmon,5177417,48332
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Fusion,Rullion Engineering Ltd,5177418,3323.25
DESNZ,UKAEA,5/15/2024,Energy and Fuels,Expense - Property,EDF Energy,5177419,723.53
DESNZ,UKAEA,5/15/2024,Professional Services,Expense - Other,Haseltine Lake Kempner LLP,5177420,2800
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Other,Rullion Engineering Ltd,5177421,8192.35
DESNZ,UKAEA,5/15/2024,Energy and Fuels,Expense - Property,EDF Energy,5177422,3769.06
DESNZ,UKAEA,5/15/2024,Energy and Fuels,Expense - Property,EDF Energy,5177423,9140.86
DESNZ,UKAEA,5/15/2024,Energy and Fuels,Expense - Property,EDF Energy,5177424,2577.2
DESNZ,UKAEA,5/15/2024,Energy and Fuels,Expense - Property,EDF Energy,5177425,6921.13
DESNZ,UKAEA,5/15/2024,Energy and Fuels,Expense - Property,EDF Energy,5177426,1405.39
DESNZ,UKAEA,5/15/2024,Facilities,Expense - Fusion,Wilson James Limited,5177427,12174.1
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Other,Rullion Engineering Ltd,5177428,2425.62
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Fusion,Rullion Engineering Ltd,5177431,2367.63
DESNZ,UKAEA,5/15/2024,Temporary Staff - Rullion CMF/PO,Expense - Fusion,Rullion Engineering Ltd,5177432,1404.91
DESNZ,UKAEA,5/15/2024,Energy and Fuels,Expense - Property,EDF Energy,5177433,55503.26
DESNZ,UKAEA,5/15/2024,Energy and Fuels,Expense - Property,EDF Energy,5177435,1021.53
DESNZ,UKAEA,5/15/2024,Energy and Fuels,Expense - Property,EDF Energy,5177436,82289.42
