Department,Entity,Transaction Date,Product Family,Description,Supplier Name,Transaction Number,Amount
DESNZ,UKAEA,4/4/2024,Engineering Goods,Expense - Fusion,IPG Photonics (UK) Limited,5166551,1400
DESNZ,UKAEA,4/4/2024,Engineering Goods,Expense - Fusion,IPG Photonics (UK) Limited,5166556,-2800
DESNZ,UKAEA,4/4/2024,Single Asset Purchases,Expense - Fusion,ICEoxford Limited,5171438,-4750
DESNZ,UKAEA,4/4/2024,Engineering Goods,Expense - Other,Scan Computers International Ltd,5172845,16226.81
DESNZ,UKAEA,4/4/2024,Engineering Goods,Expense - Other,Scan Computers International Ltd,5172884,4131.6
DESNZ,UKAEA,4/4/2024,Engineering Goods,Expense - Other,Scan Computers International Ltd,5172964,-17321.42
DESNZ,UKAEA,4/4/2024,Engineering Goods,Expense - Other,Scan Computers International Ltd,5172965,-4470.38
DESNZ,UKAEA,4/4/2024,Engineering Goods,Expense - Property,City Electrical Factors,5173650,1212
DESNZ,UKAEA,4/4/2024,Temporary Staff - Industrial Placements,Expense - Fusion,AtkinsRealis UK Ltd,5173660,11986.5
DESNZ,UKAEA,4/4/2024,Temporary Staff - Industrial Placements,Expense - Support Services,AtkinsRealis UK Ltd,5173660,1966.97
DESNZ,UKAEA,4/4/2024,Learning and Development,Expense - Fusion,The Institute Of Chemical Engineers,5173663,4819.5
DESNZ,UKAEA,4/4/2024,Engineering Goods,Expense - Fusion,Machining Techology (Mach-Tech) Ltd,5173666,510.86
DESNZ,UKAEA,4/4/2024,Engineering Goods,Expense - Other,Machining Techology (Mach-Tech) Ltd,5173667,649.89
DESNZ,UKAEA,4/4/2024,Engineering Goods,Expense - Fusion,Machining Techology (Mach-Tech) Ltd,5173668,6843.6
DESNZ,UKAEA,4/4/2024,Professional Services,Expense - Fusion,Imperial College London - GBP,5173670,39860.01
DESNZ,UKAEA,4/4/2024,Engineering Goods,Expense - Fusion,Edmund Optics Ltd,5173671,867
DESNZ,UKAEA,4/4/2024,Professional Services,Expense - Fusion,AtkinsRealis UK Ltd,5173674,14996.69
DESNZ,UKAEA,4/4/2024,ICT,Expense - Fusion,National Instruments Ltd,5173678,2254.24
DESNZ,UKAEA,4/4/2024,Research,Expense - Fusion,The University Of Sheffield,5173682,15000
DESNZ,UKAEA,4/4/2024,Consultancy - Expense - Other (per Cabinet Office definition),Expense - Fusion,Frazer Nash Consultancy,5173683,7733.25
DESNZ,UKAEA,4/4/2024,Engineering Goods,Expense - Other,Forgeweld Ltd,5173685,5022
DESNZ,UKAEA,4/4/2024,Engineering Goods,Expense - Other,Forgeweld Ltd,5173686,1341.77
DESNZ,UKAEA,4/4/2024,Engineering Goods,Expense - Fusion,Schneider Electric Systems UK Limited,5173690,4052.83
DESNZ,UKAEA,4/4/2024,Engineering Goods,Expense - Fusion,CPS Ltd,5173692,6774.37
DESNZ,UKAEA,4/4/2024,Engineering Goods,Expense - Fusion,Metspin Ltd,5173702,938.35
DESNZ,UKAEA,4/4/2024,Operational Goods,Expense - Fusion,Respirex International Ltd,5173705,11425
DESNZ,UKAEA,4/4/2024,ICT,Expense - Fusion,Computacenter UK Ltd,5173710,4330.2
DESNZ,UKAEA,4/4/2024,ICT,Expense - Fusion,Computacenter UK Ltd,5173712,12923.82
DESNZ,UKAEA,4/4/2024,ICT,Expense - Other,Computacenter UK Ltd,5173713,23465.4
DESNZ,UKAEA,4/4/2024,Facilities,Expense - Property,Trinity Fire & Security Systems Ltd,5173715,11297.74
DESNZ,UKAEA,4/4/2024,Facilities,Expense - Property,Trinity Fire & Security Systems Ltd,5173716,10864.86
DESNZ,UKAEA,4/4/2024,Engineering Goods,Expense - Fusion,Crowcon Detection Instruments Ltd,5173718,2774.8
DESNZ,UKAEA,4/4/2024,Facilities,Expense - Property,Trinity Fire & Security Systems Ltd,5173720,1490.91
DESNZ,UKAEA,4/4/2024,Facilities,Expense - Property,Trinity Fire & Security Systems Ltd,5173721,3669.58
DESNZ,UKAEA,4/4/2024,Facilities,Expense - Property,Imperium Fire Consultancy Ltd,5173722,2150
DESNZ,UKAEA,4/4/2024,Communications,Expense - Other,The Yard Creative Limited,5173728,9412
DESNZ,UKAEA,4/4/2024,Engineering Goods,Expense - Fusion,Bluesea Industrial Products Ltd,5173733,8429
DESNZ,UKAEA,4/4/2024,Engineering Goods,Expense - Fusion,RS Components Ltd,5173734,1170.71
DESNZ,UKAEA,4/4/2024,Engineering Goods,Expense - Fusion,RS Components Ltd,5173736,2998.11
DESNZ,UKAEA,4/4/2024,Logistics and Shipping,Expense - Fusion,Pfeiffer Vacuum UK,5173737,543.18
DESNZ,UKAEA,4/4/2024,Engineering Goods,Expense - Fusion,Pfeiffer Vacuum UK,5173737,19382.89
DESNZ,UKAEA,4/4/2024,ICT,Expense - Property,Network Installation Solutions Ltd,5173739,23075
DESNZ,UKAEA,4/4/2024,Facilities,Expense - Property,Trinity Fire & Security Systems Ltd,5173741,19434.56
DESNZ,UKAEA,4/4/2024,Engineering Goods,Expense - Fusion,RS Components Ltd,5173742,621.26
DESNZ,UKAEA,4/4/2024,Office Solutions,Expense - Fusion,RS Components Ltd,5173742,732.28
DESNZ,UKAEA,4/4/2024,Construction,Expense - Fusion,RS Components Ltd,5173742,4253.69
DESNZ,UKAEA,4/4/2024,Engineering Goods,Expense - Fusion,University of Southampton,5173743,2080
DESNZ,UKAEA,4/4/2024,Engineering Goods,Expense - Fusion,Mirion Technologies (Canberra UK) Limited,5173745,9773
DESNZ,UKAEA,4/4/2024,Engineering Goods,Expense - Other,Swagelok London,5173760,1107.49
DESNZ,UKAEA,4/4/2024,Engineering Goods,Expense - Fusion,Complete PCB Services Ltd,5173761,19780.3
DESNZ,UKAEA,4/4/2024,Research,Expense - Fusion,Holdson Limited,5173765,6450
DESNZ,UKAEA,4/4/2024,Engineering Goods,Expense - Fusion,Holdson Limited,5173766,14865
DESNZ,UKAEA,4/4/2024,Learning and Development,Expense - Fusion,CNet Training Ltd,5173767,6475
DESNZ,UKAEA,4/4/2024,Engineering Goods,Expense - Fusion,Aval Limited,5173769,1713
DESNZ,UKAEA,4/4/2024,ICT,Expense - Other,Oracle Corporation UK Limited,5173772,523.83
DESNZ,UKAEA,4/4/2024,Professional Services,Expense - Support Services,Vision ERP Limited,5173775,9075
DESNZ,UKAEA,4/4/2024,Engineering Goods,Expense - Fusion,Edwards Limited,5173776,63474
DESNZ,UKAEA,4/4/2024,Engineering Goods,Expense - Property,Manufacturing Technology Centre,5173777,17152.5
DESNZ,UKAEA,4/4/2024,Engineering Goods,Expense - Fusion,Darvick Ltd,5173778,3800
DESNZ,UKAEA,4/4/2024,Professional Services,Expense - Fusion,WSP  UK Limited,5173783,76785
DESNZ,UKAEA,4/4/2024,Engineering Goods,Expense - Fusion,Omega Engineering Ltd,5173786,4381.74
DESNZ,UKAEA,4/4/2024,Engineering Goods,Expense - Fusion,RS Components Ltd,5173790,1303.43
DESNZ,UKAEA,4/4/2024,Engineering Goods,Expense - Fusion,RS Components Ltd,5173790,3849.99
DESNZ,UKAEA,4/4/2024,Professional Services,Expense - Fusion,WSP  UK Limited,5173791,81646.25
DESNZ,UKAEA,4/4/2024,ICT,Expense - Other,Computacenter UK Ltd,5173793,69990.36
DESNZ,UKAEA,4/4/2024,Facilities,Expense - Other,Crowcon Detection Instruments Ltd,5173795,710
DESNZ,UKAEA,4/4/2024,Facilities,Expense - Fusion,Photonic Solutions Plc,5173796,15000
DESNZ,UKAEA,4/4/2024,Engineering Goods,Expense - Fusion,Sundry Supplier,5173799,961
DESNZ,UKAEA,4/4/2024,Operational Goods,Expense - Fusion,Arco Ltd,5173801,4722.67
DESNZ,UKAEA,4/4/2024,Engineering Goods,Expense - Other,Manutan UK Limited,5173802,750
DESNZ,UKAEA,4/4/2024,Engineering Goods,Expense - Fusion,Manx Precision Optics Ltd,5173806,5614
DESNZ,UKAEA,4/4/2024,Travel,Expense - Fusion,The Work-wise Foundation,5173808,900
DESNZ,UKAEA,4/4/2024,Engineering Goods,Expense - Fusion,RS Components Ltd,5173809,1643.42
DESNZ,UKAEA,4/4/2024,Single Asset Purchases,Expense - Fusion,Hiden Analytical Ltd,5173811,349962
DESNZ,UKAEA,4/4/2024,Engineering Goods,Expense - Fusion,Waters Ltd,5173812,7187.5
DESNZ,UKAEA,4/4/2024,Engineering Goods,Expense - Fusion,Selby Engineering & Lifting Safety,5173813,2072.09
DESNZ,UKAEA,4/4/2024,Engineering Goods,Expense - Fusion,Waters Ltd,5173814,16091.6
DESNZ,UKAEA,4/4/2024,Learning and Development,Expense - Other,Vishay Measurements Group UK Ltd,5173824,1520
DESNZ,UKAEA,4/4/2024,Engineering Goods,Expense - Other,RUD Chains Ltd,5173825,3462.69
DESNZ,UKAEA,4/4/2024,Engineering Goods,Expense - Fusion,Machining Techology (Mach-Tech) Ltd,5173827,733.85
DESNZ,UKAEA,4/4/2024,Engineering Goods,Expense - Fusion,Laser 2000 UK Ltd - GBP,5173828,564
DESNZ,UKAEA,4/4/2024,Professional Services,Expense - Fusion,University of Sussex,5173830,16875
DESNZ,UKAEA,4/4/2024,Consultancy - Expense - Other (per Cabinet Office definition),Expense - Fusion,Ove Arup & Partners,5173835,975
DESNZ,UKAEA,4/4/2024,Consultancy - Expense - Other (per Cabinet Office definition),Expense - Fusion,Ove Arup & Partners,5173836,11400
DESNZ,UKAEA,4/4/2024,Engineering Goods,Expense - Fusion,Igus UK Ltd,5173838,1157.8
DESNZ,UKAEA,4/4/2024,Research,Expense - Other,University of Manchester (GBP),5173840,40000
DESNZ,UKAEA,4/4/2024,Research,Expense - Fusion,Acantecs Limited,5173841,8900
DESNZ,UKAEA,4/4/2024,Research,Expense - Fusion,Acantecs Limited,5173842,3528
DESNZ,UKAEA,4/4/2024,Research,Expense - Other,Acantecs Limited,5173843,3120
DESNZ,UKAEA,4/4/2024,Engineering Goods,Expense - Other,Acrona Engineering Ltd,5173844,3288.84
DESNZ,UKAEA,4/4/2024,Engineering Goods,Expense - Other,Holdson Limited,5173855,16515.2
DESNZ,UKAEA,4/4/2024,Engineering Goods,Expense - Other,Holdson Limited,5173856,4367
DESNZ,UKAEA,4/4/2024,Logistics and Shipping,Expense - Other,Holdson Limited,5173856,5176.44
DESNZ,UKAEA,4/4/2024,Research,Expense - Fusion,The University Of Sheffield,5173858,9947.58
DESNZ,UKAEA,4/4/2024,Professional Services,Expense - Fusion,The University Of Sheffield,5173861,3110.32
DESNZ,UKAEA,4/4/2024,Consultancy - Expense - Other (per Cabinet Office definition),Expense - Fusion,Ove Arup & Partners,5173863,125950
DESNZ,UKAEA,4/4/2024,Professional Services,Expense - Fusion,Frazer Nash Consultancy,5173864,92048.61
DESNZ,UKAEA,4/4/2024,Construction,Expense - Property,AtkinsRéalis – Lead Advisor Design Contract,5173871,1500
DESNZ,UKAEA,4/4/2024,Construction,Expense - Fusion,AtkinsRéalis – Lead Advisor Design Contract,5173872,3012
DESNZ,UKAEA,4/4/2024,Construction,Expense - Other,AtkinsRéalis – Lead Advisor Design Contract,5173873,58175
DESNZ,UKAEA,4/4/2024,Construction,Expense - Property,AtkinsRéalis – Lead Advisor Design Contract,5173874,62500
DESNZ,UKAEA,4/4/2024,Construction,Expense - Property,AtkinsRéalis – Lead Advisor Design Contract,5173875,8000
DESNZ,UKAEA,4/4/2024,Construction,Expense - Property,AtkinsRéalis – Lead Advisor Design Contract,5173876,65500
DESNZ,UKAEA,4/4/2024,Engineering Goods,Expense - Fusion,RS Components Ltd,5173879,564.74
DESNZ,UKAEA,4/4/2024,Consultancy - Expense - Other (per Cabinet Office definition),Expense - Property,Anthony Stiff Associates Ltd,5173880,1500
DESNZ,UKAEA,4/4/2024,ICT,Expense - Support Services,Computacenter UK Ltd,5173882,2337.84
DESNZ,UKAEA,4/4/2024,Construction,Expense - Property,AtkinsRéalis – Lead Advisor Design Contract,5173885,59000
DESNZ,UKAEA,4/4/2024,Engineering Goods,Expense - Fusion,Lambda Photometrics Limited,5173886,7233.23
DESNZ,UKAEA,4/4/2024,Facilities,Expense - Fusion,AtkinsRealis UK Ltd,5173888,9992.43
DESNZ,UKAEA,4/4/2024,Facilities,Expense - Fusion,AtkinsRealis UK Ltd,5173890,9649.05
DESNZ,UKAEA,4/4/2024,Operational Goods,Expense - Property,Arco Ltd,5173891,625.45
DESNZ,UKAEA,4/4/2024,Engineering Goods,Expense - Fusion,Process Analyser Systems Ltd,5173893,732
DESNZ,UKAEA,4/4/2024,Engineering Goods,Expense - Fusion,Goodfellow Cambridge Ltd,5173895,1765.15
DESNZ,UKAEA,4/4/2024,Travel,Expense - Other,32West Ltd,5173896,9760
DESNZ,UKAEA,4/4/2024,Engineering Goods,Expense - Fusion,Nixon Flowmeters Ltd,5173897,1168
DESNZ,UKAEA,4/4/2024,Construction,Expense - Property,Thames Water Utilities Limited - Reading,5173898,1980
DESNZ,UKAEA,4/4/2024,Engineering Goods,Expense - Other,FTI Ltd,5173902,5657.61
DESNZ,UKAEA,4/4/2024,Engineering Goods,Expense - Other,Mitutoyo(U.K.) Limited,5173904,2472.1
DESNZ,UKAEA,4/4/2024,Professional Services,Expense - Property,Manufacturing Technology Centre,5173905,31381.45
DESNZ,UKAEA,4/4/2024,Engineering Goods,Expense - Property,Manufacturing Technology Centre,5173906,166460
DESNZ,UKAEA,4/4/2024,Single Asset Purchases,Expense - Fusion,ICEoxford Limited,5173907,15250
DESNZ,UKAEA,4/4/2024,Engineering Goods,Expense - Fusion,Edmundson Electricals Ltd,5173908,645.87
DESNZ,UKAEA,4/4/2024,Engineering Goods,Expense - Fusion,Edmundson Electricals Ltd,5173909,6927.15
DESNZ,UKAEA,4/4/2024,Learning and Development,Expense - Support Services,Energy Institute,5173910,2295
DESNZ,UKAEA,4/4/2024,Engineering Goods,Expense - Fusion,Mitutoyo(U.K.) Limited,5173911,670
DESNZ,UKAEA,4/4/2024,Facilities,Expense - Fusion,Hydroblast,5173912,1380
DESNZ,UKAEA,4/4/2024,Operational Goods,Expense - Fusion,Arco Ltd,5173913,17252.01
DESNZ,UKAEA,4/4/2024,Engineering Goods,Expense - Fusion,Raddec International Ltd,5173915,90700
DESNZ,UKAEA,4/4/2024,Engineering Goods,Expense - Fusion,Raddec International Ltd,5173915,45350
DESNZ,UKAEA,4/4/2024,Engineering Goods,Expense - Fusion,Raddec International Ltd,5173916,5000
DESNZ,UKAEA,4/4/2024,Professional Services,Expense - Fusion,AtkinsRealis UK Ltd,5173919,75431.14
DESNZ,UKAEA,4/4/2024,Facilities,Expense - Support Services,Vision ERP Limited,5173922,1500
DESNZ,UKAEA,4/4/2024,Engineering Goods,Expense - Fusion,Redlux Ltd,5173923,17400
DESNZ,UKAEA,4/4/2024,Learning and Development,Expense - Fusion,Burge Hughes Walsh Limited,5173924,6446.05
DESNZ,UKAEA,4/4/2024,Engineering Goods,Expense - Other,Geo Kingsbury Machine Tools Ltd trading as Kingsbury,5173925,916310
DESNZ,UKAEA,4/4/2024,Engineering Goods,Expense - Fusion,Farnell Electronic Components Ltd,5173926,16186
DESNZ,UKAEA,4/4/2024,Professional Services,Expense - Other,Unit 4 Business Software,5173927,12000
DESNZ,UKAEA,4/4/2024,Engineering Goods,Expense - Fusion,Swagelok London,5173930,2358.25
DESNZ,UKAEA,4/4/2024,Engineering Goods,Expense - Fusion,Swagelok London,5173934,628.26
DESNZ,UKAEA,4/4/2024,Engineering Goods,Expense - Fusion,Konecranes Demag (UK) Ltd,5173935,1406.23
DESNZ,UKAEA,4/4/2024,Research,Expense - Fusion,Ansaldo Nuclear Limited,5173939,4974.56
DESNZ,UKAEA,4/4/2024,Consultancy - Expense - Other (per Cabinet Office definition),Expense - Fusion,Oxford Quantum Solutions Limited,5173944,9600
DESNZ,UKAEA,4/4/2024,Professional Services,Expense - Property,BSP Consulting,5173945,1200
DESNZ,UKAEA,4/4/2024,Consultancy - Expense - Other (per Cabinet Office definition),Expense - Fusion,Ove Arup & Partners,5173946,-6025
DESNZ,UKAEA,4/4/2024,Consultancy - Expense - Other (per Cabinet Office definition),Expense - Fusion,Ove Arup & Partners,5173948,-2400
DESNZ,UKAEA,4/4/2024,ICT,Expense - Property,Snelling Business Systems Limited,5173951,23605
DESNZ,UKAEA,4/4/2024,Operational Goods,Expense - Fusion,Respirex International Ltd,5173953,23032
DESNZ,UKAEA,4/4/2024,Engineering Goods,Expense - Fusion,Carrs Engineering Ltd,5173959,83845.46
DESNZ,UKAEA,4/4/2024,Engineering Goods,Expense - Fusion,Solid Solutions Management Ltd,5173960,14535
DESNZ,UKAEA,4/4/2024,Communications,Expense - Property,Hobs Reprographics Plc,5173963,14863
DESNZ,UKAEA,4/4/2024,ICT,Expense - Fusion,Sensat Digital Limited,5173966,2500
DESNZ,UKAEA,4/4/2024,Engineering Goods,Expense - Other,Grip-Tec Limited,5173969,28712.13
DESNZ,UKAEA,4/4/2024,Professional Services,Expense - Fusion,AS Scientific Products Ltd,5173972,13216
DESNZ,UKAEA,4/4/2024,Office Solutions,Expense - Property,Trinity Fire & Security Systems Ltd,5173975,927.51
DESNZ,UKAEA,4/4/2024,Office Solutions,Expense - Property,Trinity Fire & Security Systems Ltd,5173975,5200
DESNZ,UKAEA,4/4/2024,Engineering Goods,Expense - Fusion,Raddec International Ltd,5173982,10416.45
DESNZ,UKAEA,4/4/2024,Engineering Goods,Expense - Other,FIS360 LTD,5173984,17000
DESNZ,UKAEA,4/4/2024,Engineering Goods,Expense - Fusion,Digi-Key Corporation,5173985,804.8
DESNZ,UKAEA,4/4/2024,Consultancy - Expense - Other (per Cabinet Office definition),Expense - Fusion,Oxford Quantum Solutions Limited,5173986,3300
DESNZ,UKAEA,4/4/2024,Engineering Goods,Expense - Fusion,Photonics Technologies Limited,5173988,19770
DESNZ,UKAEA,4/4/2024,Research,Expense - Other,The University of Edinburgh (SPONSORED),5173991,375000
DESNZ,UKAEA,4/4/2024,Engineering Goods,Expense - Fusion,Edwards Limited,5173992,6028.03
DESNZ,UKAEA,4/4/2024,ICT,Expense - Support Services,Hexagon Metrology,5173993,6120
DESNZ,UKAEA,4/4/2024,Consultancy - Expense - Other (per Cabinet Office definition),Expense - Fusion,Ove Arup & Partners,5173994,-9350
DESNZ,UKAEA,4/4/2024,Consultancy - Expense - Other (per Cabinet Office definition),Expense - Fusion,Ove Arup & Partners,5173995,89600
DESNZ,UKAEA,4/4/2024,Consultancy - Expense - Other (per Cabinet Office definition),Expense - Fusion,Ove Arup & Partners,5173996,181125
DESNZ,UKAEA,4/4/2024,Consultancy - Expense - Other (per Cabinet Office definition),Expense - Fusion,Ove Arup & Partners,5173997,1400
DESNZ,UKAEA,4/4/2024,Facilities,Expense - Fusion,Engineering Analysis Services Ltd,5173998,7272.1
DESNZ,UKAEA,4/4/2024,Engineering Goods,Expense - Fusion,dSPACE Ltd,5173999,5870
DESNZ,UKAEA,4/4/2024,Engineering Goods,Expense - Fusion,dSPACE Ltd,5174000,8995
DESNZ,UKAEA,4/4/2024,Professional Services,Expense - Fusion,Nottinghamshire County Council,5174002,50000
DESNZ,UKAEA,4/4/2024,Consultancy - Expense - Other (per Cabinet Office definition),Expense - Fusion,Perfect Circle JV,5174004,22845.72
DESNZ,UKAEA,4/4/2024,Consultancy - Expense - Other (per Cabinet Office definition),Expense - Fusion,Perfect Circle JV,5174005,137953.78
DESNZ,UKAEA,4/4/2024,Engineering Goods,Expense - Other,Grip-Tec Limited,5174007,9065.4
DESNZ,UKAEA,4/4/2024,Research,Expense - Fusion,TWI Ltd,5174008,3735
DESNZ,UKAEA,4/4/2024,Engineering Goods,Expense - Fusion,Lasermet Ltd,5174009,2595
DESNZ,UKAEA,4/4/2024,Engineering Goods,Expense - Other,Geo Kingsbury Machine Tools Ltd trading as Kingsbury,5174010,11770
DESNZ,UKAEA,4/4/2024,ICT,Expense - Fusion,Vision ERP Limited,5174011,16875
DESNZ,UKAEA,4/4/2024,Research,Expense - Other,Sheffield Forgemasters Engineering Limited,5174012,60000
DESNZ,UKAEA,4/4/2024,Engineering Goods,Expense - Fusion,CN Technical Services Ltd,5174013,45900
DESNZ,UKAEA,4/4/2024,ICT,Expense - Fusion,Vision ERP Limited,5174014,20463.6
DESNZ,UKAEA,4/4/2024,ICT,Expense - Property,Computacenter UK Ltd,5174015,69277
DESNZ,UKAEA,4/4/2024,Engineering Goods,Expense - Fusion,RS Components Ltd,5174016,2055.22
DESNZ,UKAEA,4/4/2024,Engineering Goods,Expense - Fusion,RS Components Ltd,5174016,2774.23
DESNZ,UKAEA,4/4/2024,Engineering Goods,Expense - Other,Shropshire Stainless & Aluminium Ltd,5174018,834.4
DESNZ,UKAEA,4/4/2024,Engineering Goods,Expense - Other,Machining Techology (Mach-Tech) Ltd,5174019,806.94
DESNZ,UKAEA,4/4/2024,Communications,Expense - Other,The Village Films,5174020,7250
DESNZ,UKAEA,4/4/2024,Engineering Goods,Expense - Fusion,Complete PCB Services Ltd,5174022,1181
DESNZ,UKAEA,4/4/2024,Engineering Goods,Expense - Fusion,Nor-Cal UK Ltd,5174023,13825
DESNZ,UKAEA,4/4/2024,Facilities,Expense - Other,M5tec Limited,5174024,38208.03
DESNZ,UKAEA,4/4/2024,Facilities,Expense - Property,Trinity Fire & Security Systems Ltd,5174028,6534.64
DESNZ,UKAEA,4/4/2024,Facilities,Expense - Property,Trinity Fire & Security Systems Ltd,5174029,2413.81
DESNZ,UKAEA,4/4/2024,Facilities,Expense - Property,Trinity Fire & Security Systems Ltd,5174030,9407.48
DESNZ,UKAEA,4/4/2024,Research,Expense - Fusion,Holdson Limited,5174032,20000
DESNZ,UKAEA,4/4/2024,ICT,Expense - Fusion,RS Components Ltd,5174035,594.49
DESNZ,UKAEA,4/4/2024,ICT,Expense - Fusion,RS Components Ltd,5174035,714.12
DESNZ,UKAEA,4/4/2024,Engineering Goods,Expense - Fusion,RS Components Ltd,5174035,3690.6
DESNZ,UKAEA,4/4/2024,Engineering Goods,Expense - Fusion,RS Components Ltd,5174035,3691.62
DESNZ,UKAEA,4/4/2024,Consultancy - Expense - Other (per Cabinet Office definition),Expense - Fusion,Ove Arup & Partners,5174037,-6975
DESNZ,UKAEA,4/4/2024,Engineering Goods,Expense - Fusion,FISHERSCIENTIFIC,5174142,3873.25
DESNZ,UKAEA,4/4/2024,Engineering Goods,Expense - Fusion,Netceed UK Limited,5174150,710.5
DESNZ,UKAEA,4/4/2024,Construction,Expense - Property,Anixter UK Ltd,5174151,2244
DESNZ,UKAEA,4/4/2024,Facilities,Expense - Fusion,AtkinsRealis UK Ltd,5174160,13409.71
DESNZ,UKAEA,4/4/2024,Learning and Development,Expense - Other,The Mathworks,5174161,1750
DESNZ,UKAEA,4/4/2024,Engineering Goods,Expense - Fusion,Machining Techology (Mach-Tech) Ltd,5174164,16498.37
DESNZ,UKAEA,4/4/2024,Engineering Goods,Expense - Fusion,Machining Techology (Mach-Tech) Ltd,5174165,5509.77
DESNZ,UKAEA,4/4/2024,Engineering Goods,Expense - Fusion,Machining Techology (Mach-Tech) Ltd,5174166,5651.87
DESNZ,UKAEA,4/4/2024,Engineering Goods,Expense - Fusion,Machining Techology (Mach-Tech) Ltd,5174167,877.64
DESNZ,UKAEA,4/4/2024,Engineering Goods,Expense - Fusion,Kurt J. Lesker Company Ltd,5174170,8721.75
DESNZ,UKAEA,4/4/2024,Facilities,Expense - Fusion,AtkinsRealis UK Ltd,5174178,10237.01
DESNZ,UKAEA,4/4/2024,Engineering Goods,Expense - Property,Edmundson Electricals Ltd,5174180,8358.75
DESNZ,UKAEA,4/4/2024,Professional Services,Expense - Support Services,Ridge And Partners Llp,5174181,1183.78
DESNZ,UKAEA,4/4/2024,Engineering Goods,Expense - Property,Manufacturing Technology Centre,5174183,1187.52
DESNZ,UKAEA,4/4/2024,Facilities,Expense - Property,Manufacturing Technology Centre,5174183,1234
DESNZ,UKAEA,4/4/2024,Communications,Expense - Property,Manufacturing Technology Centre,5174183,1355.59
DESNZ,UKAEA,4/4/2024,Communications,Expense - Property,Manufacturing Technology Centre,5174183,1530
DESNZ,UKAEA,4/4/2024,Facilities,Expense - Other,Manutan UK Limited,5174185,4020.25
DESNZ,UKAEA,4/4/2024,Office Solutions,Expense - Property,Manufacturing Technology Centre,5174186,1998.14
DESNZ,UKAEA,4/4/2024,Professional Services,Expense - Property,Carter Jonas LLP,5174188,3360
DESNZ,UKAEA,4/4/2024,Engineering Goods,Expense - Fusion,Pfeiffer Vacuum UK,5174189,731.85
DESNZ,UKAEA,4/4/2024,Personnel Related,Expense - Property,Manufacturing Technology Centre,5174191,7083.39
DESNZ,UKAEA,4/4/2024,Engineering Goods,Expense - Property,Manufacturing Technology Centre,5174192,9991.66
DESNZ,UKAEA,4/4/2024,Facilities,Expense - Property,RS Components Ltd,5174195,543.15
DESNZ,UKAEA,4/4/2024,Engineering Goods,Expense - Property,RS Components Ltd,5174195,671.51
DESNZ,UKAEA,4/4/2024,ICT,Expense - Property,RS Components Ltd,5174195,1235.3
DESNZ,UKAEA,4/4/2024,Temporary Staff - Industrial Placements,Expense - Fusion,AtkinsRealis UK Ltd,5174196,10070.55
DESNZ,UKAEA,4/4/2024,Professional Services,Expense - Property,Advanced Research Clusters Management Limited,5174201,5181.03
DESNZ,UKAEA,4/4/2024,ICT,Expense - Other,Oracle Corporation UK Limited,5174202,15972.87
DESNZ,UKAEA,4/4/2024,Single Asset Purchases,Expense - Fusion,IPG Photonics (UK) Limited,5174203,24996.5
DESNZ,UKAEA,4/4/2024,Engineering Goods,Expense - Other,RS Components Ltd,5174205,-583.73
DESNZ,UKAEA,4/4/2024,Engineering Goods,Expense - Other,Edmundson Electricals Ltd,5174208,1406.95
DESNZ,UKAEA,4/4/2024,Construction,Expense - Property,AtkinsRéalis – Lead Advisor Design Contract,5174209,2939.21
DESNZ,UKAEA,4/4/2024,Engineering Goods,Expense - Other,Modulift UK Ltd,5174211,5023.77
DESNZ,UKAEA,4/4/2024,Temporary Staff - Industrial Placements,Expense - Fusion,AtkinsRealis UK Ltd,5174216,9792.25
DESNZ,UKAEA,4/4/2024,Facilities,Expense - Fusion,RExpense - Otherham Metropolitan Borough Council,5174218,86814
DESNZ,UKAEA,4/4/2024,Professional Services,Expense - Property,Avison Young (UK) Limited,5174219,5000
DESNZ,UKAEA,4/4/2024,Learning and Development,Expense - Other,The Mathworks,5174221,1750
DESNZ,UKAEA,4/4/2024,Learning and Development,Expense - Other,The Mathworks,5174222,1750
DESNZ,UKAEA,4/4/2024,Engineering Goods,Expense - Fusion,Mclennan Servo Supplies Ltd,5174225,7076.32
DESNZ,UKAEA,4/4/2024,Engineering Goods,Expense - Property,RS Components Ltd,5174231,2595
DESNZ,UKAEA,4/4/2024,Engineering Goods,Expense - Other,Ind-Tech Ltd,5174237,6219.2
DESNZ,UKAEA,4/4/2024,Engineering Goods,Expense - Other,Ind-Tech Ltd,5174242,5143.32
DESNZ,UKAEA,4/4/2024,Consultancy - Expense - Other (per Cabinet Office definition),Expense - Other,Adiuvo Engineering & Training Ltd,5174245,6000
DESNZ,UKAEA,4/4/2024,Engineering Goods,Expense - Other,Tyler Bros Ltd,5174246,2907.9
DESNZ,UKAEA,4/4/2024,Logistics and Shipping,Expense - Fusion,IPG Photonics (UK) Limited,5174248,852.29
DESNZ,UKAEA,4/4/2024,Single Asset Purchases,Expense - Fusion,IPG Photonics (UK) Limited,5174250,68141.14
DESNZ,UKAEA,4/4/2024,Engineering Goods,Expense - Fusion,Metspin Ltd,5174251,964.95
DESNZ,UKAEA,4/4/2024,Engineering Goods,Expense - Fusion,Island Optics Ltd,5174253,4225
DESNZ,UKAEA,4/4/2024,Engineering Goods,Expense - Fusion,Kepston Ltd,5174254,614.84
