Department,Entity,Pay Date,Product Family,Expense area,Supplier Name,Transaction Number,Net Amount
DESNZ,UKAEA,4/10/2023,ICT,Support Services,boxxe Limited,5159216,"25,965.99"
DESNZ,UKAEA,4/10/2023,ICT,Support Services,boxxe Limited,5159215,"28,083.03"
DESNZ,UKAEA,4/10/2023,ICT,Support Services,boxxe Limited,5159214,"32,135.68"
DESNZ,UKAEA,4/10/2023,Engineering Goods,Fusion,BSS Oxford,5159473,"1,102.39"
DESNZ,UKAEA,4/10/2023,Professional Services,Property,Burges Salmon,5159194,"1,248.00"
DESNZ,UKAEA,4/10/2023,Professional Services,Fusion,Burges Salmon,5159649,"20,946.00"
DESNZ,UKAEA,4/10/2023,Professional Services,Fusion,Burges Salmon,5159642,"69,778.00"
DESNZ,UKAEA,4/10/2023,Professional Services,Property,Carter Jonas LLP,5159177,"3,287.00"
DESNZ,UKAEA,4/10/2023,Engineering Goods,Support Services,City Electrical Factors,5159096,504.1
DESNZ,UKAEA,4/10/2023,Learning and Development,Fusion,Clearer Lead,5159640,800
DESNZ,UKAEA,4/10/2023,Engineering Goods,Fusion,Conformance Ltd,5159157,"3,995.00"
DESNZ,UKAEA,4/10/2023,Waste Management,Fusion,Cotswold Trailers Ltd.,5159595,"3,400.00"
DESNZ,UKAEA,4/10/2023,Professional Services,Property,CP Steels Processing LTD,5159732,"3,500.00"
DESNZ,UKAEA,4/10/2023,Professional Services,Other,CP Steels Processing LTD,5159732,"3,500.00"
DESNZ,UKAEA,4/10/2023,Communications,Support Services,Digipress,5159480,815
DESNZ,UKAEA,4/10/2023,Professional Services,Other,Digital Catapult Services Limited,5159412,"46,000.00"
DESNZ,UKAEA,4/10/2023,Energy and Fuels,Fusion,EDF Energy,5159596,"21,764.82"
DESNZ,UKAEA,4/10/2023,Energy and Fuels,Property,EDF Energy,5159619,"-27,493.93"
DESNZ,UKAEA,4/10/2023,Energy and Fuels,Property,EDF Energy,5159147,587.71
DESNZ,UKAEA,4/10/2023,Energy and Fuels,Property,EDF Energy,5159144,641.76
DESNZ,UKAEA,4/10/2023,Energy and Fuels,Property,EDF Energy,5159151,642.4
DESNZ,UKAEA,4/10/2023,Energy and Fuels,Property,EDF Energy,5159166,678.7
DESNZ,UKAEA,4/10/2023,Energy and Fuels,Property,EDF Energy,5159170,680.75
DESNZ,UKAEA,4/10/2023,Energy and Fuels,Property,EDF Energy,5159162,682.83
DESNZ,UKAEA,4/10/2023,Energy and Fuels,Property,EDF Energy,5159142,951.74
DESNZ,UKAEA,4/10/2023,Energy and Fuels,Property,EDF Energy,5159150,964.42
DESNZ,UKAEA,4/10/2023,Energy and Fuels,Property,EDF Energy,5159145,970.09
DESNZ,UKAEA,4/10/2023,Energy and Fuels,Property,EDF Energy,5159158,"1,266.45"
DESNZ,UKAEA,4/10/2023,Energy and Fuels,Property,EDF Energy,5159159,"1,358.19"
DESNZ,UKAEA,4/10/2023,Energy and Fuels,Property,EDF Energy,5159167,"2,189.28"
DESNZ,UKAEA,4/10/2023,Energy and Fuels,Property,EDF Energy,5159161,"3,932.73"
DESNZ,UKAEA,4/10/2023,Energy and Fuels,Property,EDF Energy,5159168,"28,140.10"
DESNZ,UKAEA,4/10/2023,Energy and Fuels,Property,EDF Energy,5159783,"31,084.11"
DESNZ,UKAEA,4/10/2023,Energy and Fuels,Property,EDF Energy,5159120,"34,246.12"
DESNZ,UKAEA,4/10/2023,Engineering Goods,Fusion,Edmundson Electricals Ltd,5159078,"2,543.00"
DESNZ,UKAEA,4/10/2023,Engineering Goods,Other,Edmundson Electricals Ltd,5159077,"1,060.77"
DESNZ,UKAEA,4/10/2023,Facilities,Fusion,Element Digital Engineering Ltd,5159209,"15,162.00"
DESNZ,UKAEA,4/10/2023,Facilities,Other,Element Digital Engineering Ltd,5159481,"12,644.22"
DESNZ,UKAEA,4/10/2023,Facilities,Other,Element Digital Engineering Ltd,5159196,"18,393.68"
DESNZ,UKAEA,4/10/2023,Facilities,Fusion,Element Digital Engineering Ltd,5159163,"4,902.21"
DESNZ,UKAEA,4/10/2023,Facilities,Fusion,Element Digital Engineering Ltd,5159163,"10,634.05"
DESNZ,UKAEA,4/10/2023,Relocation Costs,Other,Employee Expenses,20017837,"2,013.75"
DESNZ,UKAEA,4/10/2023,Other Employee Expenses,Fusion,Employee Expenses,20017834,"2,268.31"
DESNZ,UKAEA,4/10/2023,Other Employee Expenses,Support Services,Employee Expenses,20017822,979
DESNZ,UKAEA,4/10/2023,Other Employee Expenses,Support Services,Employee Expenses,20017822,"1,872.00"
DESNZ,UKAEA,4/10/2023,Travel,Other,Employee Expenses,20017827,"1,253.70"
DESNZ,UKAEA,4/10/2023,Other Employee Expenses,Other,Employee Expenses,20017827,"1,488.42"
DESNZ,UKAEA,4/10/2023,Other Employee Expenses,Other,Employee Expenses,20017817,"2,351.00"
DESNZ,UKAEA,4/10/2023,Travel,Other,Employee Expenses,20017833,"2,568.49"
DESNZ,UKAEA,4/10/2023,Other Employee Expenses,Other,Employee Expenses,20017847,516.44
DESNZ,UKAEA,4/10/2023,Engineering Goods,Fusion,Engineering Sfty Inspection Service,5159455,"1,274.11"
DESNZ,UKAEA,4/10/2023,Construction,Property,Faithful+Gould Ltd,5159368,"10,908.00"
DESNZ,UKAEA,4/10/2023,Construction,Property,Faithful+Gould Ltd,5159413,"34,127.00"
DESNZ,UKAEA,4/10/2023,Construction,Other,Faithful+Gould Ltd,5159540,"15,205.61"
DESNZ,UKAEA,4/10/2023,Engineering Goods,Fusion,Farnell Electronic Components Ltd,5159437,541
DESNZ,UKAEA,4/10/2023,Engineering Goods,Other,Farnell Electronic Components Ltd,5159434,"1,099.05"
DESNZ,UKAEA,4/10/2023,Engineering Goods,Fusion,Faro Technologies UK Ltd,5159071,"3,270.00"
DESNZ,UKAEA,4/10/2023,Learning and Development,Fusion,Faro Technologies UK Ltd,5159478,"3,846.00"
DESNZ,UKAEA,4/10/2023,Engineering Goods,Fusion,Feedwater Ltd,5159472,"3,258.00"
DESNZ,UKAEA,4/10/2023,Engineering Goods,Fusion,Flexible Reinforcement Limited,5159097,"1,650.00"
DESNZ,UKAEA,4/10/2023,Travel,Support Services,Flightlink Chauffeurs Limited,5159547,"13,906.22"
DESNZ,UKAEA,4/10/2023,ICT,Fusion,Fujitsu Services Ltd,5159565,"9,361.00"
DESNZ,UKAEA,4/10/2023,Engineering Goods,Fusion,Haltermann Carless UK Ltd,5159749,798.5
DESNZ,UKAEA,4/10/2023,Professional Services,Other,Haseltine Lake Kempner LLP,5159108,"2,000.00"
DESNZ,UKAEA,4/10/2023,Single Asset Purchases,Fusion,ICEoxford Limited,5159381,"20,560.00"
DESNZ,UKAEA,4/10/2023,Engineering Goods,Fusion,Igus UK Ltd,5159137,721
DESNZ,UKAEA,4/10/2023,Engineering Goods,Fusion,Ind-Tech Ltd,5159574,"1,315.43"
DESNZ,UKAEA,4/10/2023,Engineering Goods,Fusion,Island Optics Ltd,5159376,"8,125.00"
DESNZ,UKAEA,4/10/2023,ICT,Fusion,Jisc Services Limited,5159470,"39,910.00"
DESNZ,UKAEA,4/10/2023,Engineering Goods,Fusion,KC Scientific Ltd,5159153,"3,470.95"
DESNZ,UKAEA,4/10/2023,Professional Services,Support Services,Keoghs,5159751,"1,485.00"
DESNZ,UKAEA,4/10/2023,Professional Services,Support Services,Keoghs,5159746,"3,258.00"
DESNZ,UKAEA,4/10/2023,Engineering Goods,Fusion,Leybold UK Ltd,5159139,"15,572.06"
DESNZ,UKAEA,4/10/2023,Engineering Goods,Property,LR Engineering,5159233,"5,131.00"
DESNZ,UKAEA,4/10/2023,Office Solutions,Fusion,Lyreco UK Limited,5159618,666.49
DESNZ,UKAEA,4/10/2023,Construction,Property,Manufacturing Technology Centre,5159211,"9,247.00"
DESNZ,UKAEA,4/10/2023,Construction,Property,Manufacturing Technology Centre,5159212,"13,796.76"
DESNZ,UKAEA,4/10/2023,Engineering Goods,Fusion,Mirion Technologies (Canberra UK) Limited,5159426,"46,245.00"
DESNZ,UKAEA,4/10/2023,Engineering Goods,Fusion,Mouser Electronics,5159628,"1,122.92"
DESNZ,UKAEA,4/10/2023,Energy and Fuels,Fusion,National Grid Plc,5159643,"3,379.62"
DESNZ,UKAEA,4/10/2023,ICT,Fusion,National Instruments Ltd,5159464,"1,575.00"
DESNZ,UKAEA,4/10/2023,Engineering Goods,Fusion,National Instruments Ltd,5159176,"58,606.08"
DESNZ,UKAEA,4/10/2023,ICT,Property,Network Installation Solutions Ltd,5159076,"3,340.00"
DESNZ,UKAEA,4/10/2023,Engineering Goods,Other,Netzsch Thermal Instruments UK Ltd,5159156,"16,616.25"
DESNZ,UKAEA,4/10/2023,Facilities,Fusion,Omniflex UK Ltd,5159271,"5,583.00"
DESNZ,UKAEA,4/10/2023,Consultancy - Other (per Cabinet Office definition),Fusion,Ove Arup & Partners,5159563,"3,274.00"
DESNZ,UKAEA,4/10/2023,Research,Other,Oxford Sigma Technologies Ltd,5159620,"145,677.02"
DESNZ,UKAEA,4/10/2023,Communications,Support Services,Pageone Communications Ltd,5159095,576.52
DESNZ,UKAEA,4/10/2023,Personnel Related,Support Services,People Asset Management Ltd,5159630,"12,439.79"
DESNZ,UKAEA,4/10/2023,Engineering Goods,Fusion,Pfeiffer Vacuum UK,5159130,837.76
DESNZ,UKAEA,4/10/2023,Learning and Development,Other,Pilz Automation Technology,5159600,"16,632.00"
DESNZ,UKAEA,4/10/2023,Learning and Development,Support Services,Premier People Solutions T/A Premier Partnership,5159111,"1,000.00"
DESNZ,UKAEA,4/10/2023,Learning and Development,Other,Premier People Solutions T/A Premier Partnership,5159452,690
DESNZ,UKAEA,4/10/2023,Engineering Goods,Fusion,PTW-UK Limited,5159132,"5,482.95"
DESNZ,UKAEA,4/10/2023,Facilities,Fusion,Quartzelec Ltd,5159202,"102,388.77"
DESNZ,UKAEA,4/10/2023,Professional Services,Fusion,RCD Lockinge Ltd,5159193,"26,212.51"
DESNZ,UKAEA,4/10/2023,Professional Services,Support Services,Ridge And Partners Llp,5159428,"1,797.58"
DESNZ,UKAEA,4/10/2023,Professional Services,Property,Ridge And Partners Llp,5159418,920
DESNZ,UKAEA,4/10/2023,Professional Services,Property,Ridge And Partners Llp,5159777,"1,500.00"
DESNZ,UKAEA,4/10/2023,Engineering Goods,Fusion,RS Components Ltd,5159221,679.19
DESNZ,UKAEA,4/10/2023,Engineering Goods,Fusion,RS Components Ltd,5159753,"1,530.97"
DESNZ,UKAEA,4/10/2023,Engineering Goods,Fusion,RS Components Ltd,5159124,824.39
DESNZ,UKAEA,4/10/2023,Engineering Goods,Fusion,RS Components Ltd,5159665,"1,161.75"
DESNZ,UKAEA,4/10/2023,ICT,Property,Snelling Business Systems Limited,5159500,"1,897.00"
DESNZ,UKAEA,4/10/2023,ICT,Property,Snelling Business Systems Limited,5159501,"6,040.00"
DESNZ,UKAEA,4/10/2023,ICT,Support Services,Snelling Business Systems Limited,5159107,821
DESNZ,UKAEA,4/10/2023,Facilities,Property,South Oxfordshire District Council,5159182,"84,992.00"
DESNZ,UKAEA,4/10/2023,Facilities,Property,South Oxfordshire District Council,5159181,"94,208.00"
DESNZ,UKAEA,4/10/2023,ICT,Property,Spidex Software Limited,5159633,"1,950.00"
DESNZ,UKAEA,4/10/2023,ICT,Property,Spidex Software Limited,5159776,"3,900.00"
DESNZ,UKAEA,4/10/2023,Operational Goods,Fusion,Stephens Industries Ltd,5159374,"8,103.00"
DESNZ,UKAEA,4/10/2023,Engineering Goods,Fusion,Sundry Supplier,5159725,"1,281.00"
DESNZ,UKAEA,4/10/2023,Travel,Fusion,Sundry Supplier,5159207,"1,324.00"
DESNZ,UKAEA,4/10/2023,ICT,Property,Sundry Supplier,5159411,"3,327.00"
DESNZ,UKAEA,4/10/2023,Engineering Goods,Fusion,Swagelok Manchester  t/a Manchester Fluid System Technologies Limited,5159093,"5,110.60"
DESNZ,UKAEA,4/10/2023,Engineering Goods,Fusion,Teledyne UK Limited,5157049,"2,130.00"
DESNZ,UKAEA,4/10/2023,Travel,Property,TFI Lodestar Ltd,5159435,"1,877.15"
DESNZ,UKAEA,4/10/2023,ICT,Support Services,Thomas Telford Ltd,5159086,"1,590.00"
DESNZ,UKAEA,4/10/2023,Logistics and Shipping,Fusion,Topspeed Couriers Ltd,5159431,"6,550.00"
DESNZ,UKAEA,4/10/2023,Energy and Fuels,Property,Total Gas & Power Ltd,5159148,"26,098.57"
DESNZ,UKAEA,4/10/2023,Professional Services,Property,Trinity Fire & Security Systems Ltd,5159497,"2,041.13"
DESNZ,UKAEA,4/10/2023,Learning and Development,Fusion,UK Health Security Agency,5159477,"8,060.00"
DESNZ,UKAEA,4/10/2023,Engineering Goods,Fusion,UKAS Laboratory Accreditation Service,5159092,"5,527.25"
DESNZ,UKAEA,4/10/2023,Research,Fusion,University College London,5159204,"8,831.43"
DESNZ,UKAEA,4/10/2023,Engineering Goods,Fusion,University of Durham,5159244,"4,094.79"
DESNZ,UKAEA,4/10/2023,Engineering Goods,Fusion,University of Durham,5159243,"30,868.63"
DESNZ,UKAEA,4/10/2023,Learning and Development,Support Services,University of The West of England,5159122,"2,313.00"
DESNZ,UKAEA,4/10/2023,Engineering Goods,Fusion,UQG Ltd,5159556,"1,425.00"
DESNZ,UKAEA,4/12/2023,Engineering Goods,Fusion,RS Components Ltd,5145923,923.99
DESNZ,UKAEA,4/12/2023,Professional Services,Fusion,RCD Lockinge Ltd,5145927,"2,258.92"
DESNZ,UKAEA,4/12/2023,Operational Goods,Other,RCD Lockinge Ltd,5145928,"1,429.28"
DESNZ,UKAEA,4/12/2023,Professional Services,Property,Oxford Innovation Ltd.,5145931,"6,916.00"
DESNZ,UKAEA,4/12/2023,Engineering Goods,Fusion,Lee Spring Ltd,5145934,"1,089.72"
DESNZ,UKAEA,4/12/2023,Learning and Development,Other,QA ltd,5145935,995
DESNZ,UKAEA,4/12/2023,Learning and Development,Other,QA ltd,5145935,995
DESNZ,UKAEA,4/12/2023,Facilities,Property,Trinity Fire & Security Systems Ltd,5145936,"10,676.69"
DESNZ,UKAEA,4/12/2023,Professional Services,Fusion,DBD Limited,5145937,"69,392.25"
DESNZ,UKAEA,4/12/2023,Professional Services,Fusion,Brunel University London,5145939,"16,000.00"
DESNZ,UKAEA,4/12/2023,Engineering Goods,Other,Budget Forktrucks Ltd,5145946,"1,256.67"
DESNZ,UKAEA,4/12/2023,Engineering Goods,Fusion,RS Components Ltd,5145949,546.19
DESNZ,UKAEA,4/12/2023,Professional Services,Other,HM Treasury T/A Government Internal Audit Service,5145952,840.72
DESNZ,UKAEA,4/12/2023,Engineering Goods,Other,Connextion Developments Ltd,5145953,536.84
DESNZ,UKAEA,4/12/2023,Research,Fusion,National Composites Centre Operations Limited,5145955,"14,853.57"
DESNZ,UKAEA,4/12/2023,Professional Services,Fusion,Jacobs U.K. Limited,5145963,"54,080.00"
DESNZ,UKAEA,4/12/2023,Engineering Goods,Fusion,RS Components Ltd,5145965,"1,881.15"
DESNZ,UKAEA,4/12/2023,Professional Services,Fusion,Jacobs U.K. Limited,5145966,"24,998.90"
DESNZ,UKAEA,4/12/2023,Professional Services,Fusion,Jacobs U.K. Limited,5145967,"6,249.72"
DESNZ,UKAEA,4/12/2023,Engineering Goods,Fusion,Multipix Imaging Ltd,5145968,"35,778.00"
DESNZ,UKAEA,4/12/2023,Facilities,Fusion,Hydroblast,5145969,690
DESNZ,UKAEA,4/12/2023,Construction,Support Services,Altrad Babcock Limited,5145970,"2,286.74"
DESNZ,UKAEA,4/12/2023,Construction,Support Services,Altrad Babcock Limited,5145971,"2,792.05"
DESNZ,UKAEA,4/12/2023,Engineering Goods,Other,FISHERSCIENTIFIC,5145978,979.69
DESNZ,UKAEA,4/12/2023,Learning and Development,Other,Media First Ltd,5145981,"4,479.25"
DESNZ,UKAEA,4/12/2023,Engineering Goods,Fusion,Mouser Electronics,5145982,"1,538.11"
DESNZ,UKAEA,4/12/2023,Construction,Support Services,Altrad Babcock Limited,5145983,854.81
DESNZ,UKAEA,4/12/2023,Engineering Goods,Fusion,Arco Ltd,5145986,798.3
DESNZ,UKAEA,4/12/2023,Professional Services,Fusion,Pelican Software Ltd,5145988,"6,277.93"
DESNZ,UKAEA,4/12/2023,Facilities,Property,Baxter Storey Ltd.,5145990,"7,273.37"
DESNZ,UKAEA,4/12/2023,Learning and Development,Support Services,Cranfield University,5145991,"1,215.00"
DESNZ,UKAEA,4/12/2023,Learning and Development,Other,Premier People Solutions T/A Premier Partnership,5145995,"19,437.00"
DESNZ,UKAEA,4/12/2023,Engineering Goods,Other,NSG Environmental Ltd,5145997,"57,699.48"
DESNZ,UKAEA,4/12/2023,Energy and Fuels,Fusion,EDF Energy,5145999,"190,332.11"
DESNZ,UKAEA,4/12/2023,Engineering Goods,Other,Aquila Nuclear Engineering Ltd,5146000,"109,959.29"
DESNZ,UKAEA,4/12/2023,Facilities,Support Services,BWT UK Limited,5146003,"1,097.40"
DESNZ,UKAEA,4/12/2023,Facilities,Support Services,BWT UK Limited,5146004,876.32
DESNZ,UKAEA,4/12/2023,Engineering Goods,Other,Edmundson Electricals Ltd,5146009,592.46
DESNZ,UKAEA,4/12/2023,Facilities,Fusion,SPIE Limited,5146010,"46,883.65"
DESNZ,UKAEA,4/12/2023,Facilities,Property,SPIE Limited,5146010,"-7,701.57"
DESNZ,UKAEA,4/12/2023,Facilities,Property,SPIE Limited,5146010,"28,825.62"
DESNZ,UKAEA,4/12/2023,Facilities,Property,SPIE Limited,5146010,"45,812.34"
DESNZ,UKAEA,4/12/2023,Facilities,Property,SPIE Limited,5146010,"52,069.17"
DESNZ,UKAEA,4/12/2023,Engineering Goods,Fusion,BOC Ltd,5146012,"1,420.21"
DESNZ,UKAEA,4/12/2023,Professional Services,Property,Planning Portal Quest Limited,5146016,"6,038.20"
DESNZ,UKAEA,4/12/2023,Facilities,Fusion,Securitas Security Services,5146017,"12,936.56"
DESNZ,UKAEA,4/12/2023,Facilities,Property,Baxter Storey Ltd.,5146018,"21,834.94"
DESNZ,UKAEA,4/12/2023,ICT,Property,Computacenter UK Ltd,5146020,"13,855.46"
DESNZ,UKAEA,4/12/2023,Research,Fusion,University of York - GBP,5146022,"48,876.25"
DESNZ,UKAEA,4/12/2023,Learning and Development,Other,AS Scientific Products Ltd,5146028,"2,140.00"
DESNZ,UKAEA,4/12/2023,Engineering Goods,Fusion,Deister electronic (UK) Ltd,5146032,"9,935.75"
DESNZ,UKAEA,4/12/2023,Engineering Goods,Fusion,Acres Engineering Ltd,5146033,"3,636.58"
DESNZ,UKAEA,4/12/2023,Relocation Costs,Fusion,Employee Expenses,20015773,"1,461.17"
DESNZ,UKAEA,4/12/2023,Relocation Costs,Fusion,Employee Expenses,20015773,"6,246.60"
DESNZ,UKAEA,4/13/2023,Engineering Goods,Fusion,Hidex Chemicals,5138360,"6,142.50"
DESNZ,UKAEA,4/13/2023,Learning and Development,Other,Safran Software Solutions AS,5144902,695
DESNZ,UKAEA,4/13/2023,Consultancy - Other (per Cabinet Office definition),Other,Capful Ltd,5145390,"10,000.00"
DESNZ,UKAEA,4/13/2023,Engineering Goods,Other,PWB Encoders GMBH,5145943,891.11
DESNZ,UKAEA,4/13/2023,Facilities,Other,Herobots,5146067,"10,000.00"
DESNZ,UKAEA,4/13/2023,Facilities,Other,Herobots,5146067,"10,000.00"
DESNZ,UKAEA,4/17/2023,Personnel Related,Support Services,CGI IT UK Limited,5142815,731.5
DESNZ,UKAEA,4/17/2023,Personnel Related,Support Services,CGI IT UK Limited,5142816,"7,620.48"
DESNZ,UKAEA,4/17/2023,Personnel Related,Support Services,CGI IT UK Limited,5144743,"2,160.90"
DESNZ,UKAEA,4/17/2023,Engineering Goods,Other,BD Nuclear Ltd,5146039,"19,440.00"
DESNZ,UKAEA,4/17/2023,Travel,Fusion,Leasedrive Rental Management Ltd,5146051,950.32
DESNZ,UKAEA,4/17/2023,Personnel Related,Support Services,WR Group Limited,5146056,"1,780.00"
DESNZ,UKAEA,4/17/2023,Engineering Goods,Other,Leica Microsystems UK Limited,5146061,"2,817.90"
DESNZ,UKAEA,4/17/2023,Research,Fusion,Atkins Ltd,5146063,"-7,546.00"
DESNZ,UKAEA,4/17/2023,Professional Services,Fusion,Burges Salmon,5146064,"17,776.00"
DESNZ,UKAEA,4/17/2023,Professional Services,Property,Ridge And Partners Llp,5146065,"3,855.00"
DESNZ,UKAEA,4/17/2023,Personnel Related,Other,WR Group Limited,5146069,"1,120.00"
DESNZ,UKAEA,4/17/2023,Facilities,Fusion,ICS Cool Energy Ltd,5146071,910
DESNZ,UKAEA,4/17/2023,Engineering Goods,Other,RCB Logic Limited,5146072,"4,552.44"
DESNZ,UKAEA,4/17/2023,Engineering Goods,Fusion,Vat Vacuum Products Ltd,5146079,"13,400.00"
DESNZ,UKAEA,4/17/2023,Operational Goods,Fusion,Zuna Web Limited,5146082,"1,975.00"
DESNZ,UKAEA,4/17/2023,Research,Fusion,University of Southampton,5146083,"2,540.14"
DESNZ,UKAEA,4/17/2023,Professional Services,Support Services,Managing For Quality Ltd (Mfq),5146089,"1,020.00"
DESNZ,UKAEA,4/17/2023,Engineering Goods,Fusion,Laser Micromachining Limited,5146091,690
DESNZ,UKAEA,4/17/2023,Consultancy - Other (per Cabinet Office definition),Fusion,Atkins Ltd,5146095,"5,747.78"
DESNZ,UKAEA,4/17/2023,Engineering Goods,Other,Grip-Tec Limited,5146099,959.55
DESNZ,UKAEA,4/17/2023,ICT,Fusion,Siemens Industry Software Limited,5146100,"16,473.86"
DESNZ,UKAEA,4/17/2023,Professional Services,Other,Atkins Ltd,5146101,"20,000.00"
DESNZ,UKAEA,4/17/2023,Consultancy - Other (per Cabinet Office definition),Fusion,Atkins Ltd,5146103,"5,549.55"
DESNZ,UKAEA,4/17/2023,Professional Services,Other,Atkins Ltd,5146104,"6,000.00"
DESNZ,UKAEA,4/17/2023,Engineering Goods,Other,Mouser Electronics,5146105,800.5
DESNZ,UKAEA,4/17/2023,Engineering Goods,Other,University of Manchester (GBP),5146111,"200,000.00"
DESNZ,UKAEA,4/17/2023,Engineering Goods,Other,Leica Microsystems UK Limited,5146113,"4,730.97"
DESNZ,UKAEA,4/17/2023,Engineering Goods,Fusion,Sundry Supplier,5146114,"3,050.60"
DESNZ,UKAEA,4/17/2023,Engineering Goods,Fusion,Swagelok London,5146115,"1,993.44"
DESNZ,UKAEA,4/17/2023,Professional Services,Property,Blake Morgan LLP,5146121,935.2
DESNZ,UKAEA,4/17/2023,Consultancy - Other (per Cabinet Office definition),Property,Salus (Building Control & Fire Safety Consultants) Ltd,5146123,875
DESNZ,UKAEA,4/17/2023,Research,Fusion,University of Bristol,5146125,"48,501.00"
DESNZ,UKAEA,4/17/2023,Research,Fusion,University of Bristol,5146126,"6,338.46"
DESNZ,UKAEA,4/17/2023,Engineering Goods,Fusion,Island Optics Ltd,5146127,"10,800.00"
DESNZ,UKAEA,4/17/2023,Engineering Goods,Fusion,Island Optics Ltd,5146128,"10,920.00"
DESNZ,UKAEA,4/17/2023,Engineering Goods,Fusion,Island Optics Ltd,5146129,"7,210.00"
DESNZ,UKAEA,4/17/2023,Engineering Goods,Fusion,Island Optics Ltd,5146130,"13,325.00"
DESNZ,UKAEA,4/17/2023,Engineering Goods,Fusion,Mouser Electronics,5146131,"3,004.90"
DESNZ,UKAEA,4/17/2023,Research,Fusion,Oxford University - GBP,5146141,659.75
DESNZ,UKAEA,4/17/2023,ICT,Fusion,Aztex Solutions Ltd,5146142,"7,218.12"
DESNZ,UKAEA,4/17/2023,Research,Fusion,Oxford University - GBP,5146143,"3,000.03"
DESNZ,UKAEA,4/17/2023,Professional Services,Property,Carter Jonas LLP,5146144,"1,200.00"
DESNZ,UKAEA,4/17/2023,Energy and Fuels,Fusion,EDF Energy,5146146,"922,961.81"
DESNZ,UKAEA,4/17/2023,Professional Services,Support Services,Board Intelligence Ltd,5146147,"4,095.00"
DESNZ,UKAEA,4/17/2023,Engineering Goods,Fusion,Riley Industries Ltd,5146150,"26,500.00"
DESNZ,UKAEA,4/17/2023,Engineering Goods,Fusion,Pi-Kem Ltd,5146151,680
DESNZ,UKAEA,4/17/2023,Engineering Goods,Other,HMK Technical Services Ltd.,5146153,"1,146.93"
DESNZ,UKAEA,4/17/2023,Engineering Goods,Fusion,Advantex Network Solutions LTD,5146157,"1,611.71"
DESNZ,UKAEA,4/17/2023,Communications,Support Services,Signgeer Limited,5146158,"1,989.37"
DESNZ,UKAEA,4/17/2023,Energy and Fuels,Property,EDF Energy,5146161,"4,423.05"
DESNZ,UKAEA,4/17/2023,Energy and Fuels,Property,EDF Energy,5146162,"20,563.30"
DESNZ,UKAEA,4/17/2023,Energy and Fuels,Property,EDF Energy,5146163,"22,865.11"
DESNZ,UKAEA,4/17/2023,Energy and Fuels,Property,EDF Energy,5146165,"23,295.54"
DESNZ,UKAEA,4/17/2023,Energy and Fuels,Property,EDF Energy,5146166,"24,318.43"
DESNZ,UKAEA,4/17/2023,Energy and Fuels,Property,EDF Energy,5146167,"23,709.62"
DESNZ,UKAEA,4/17/2023,Energy and Fuels,Property,EDF Energy,5146168,"23,832.25"
DESNZ,UKAEA,4/17/2023,Energy and Fuels,Property,EDF Energy,5146169,"33,676.59"
DESNZ,UKAEA,4/17/2023,Professional Services,Property,Blake Morgan LLP,5146172,"2,000.00"
DESNZ,UKAEA,4/17/2023,Engineering Goods,Fusion,Acrona Engineering Ltd,5146189,"4,664.46"
DESNZ,UKAEA,4/17/2023,Engineering Goods,Fusion,Acrona Engineering Ltd,5146190,"1,710.00"
DESNZ,UKAEA,4/17/2023,Engineering Goods,Other,Leda Properties Ltd,5146195,"12,873.00"
DESNZ,UKAEA,4/17/2023,Professional Services,Property,Ridge And Partners Llp,5146197,"10,875.00"
DESNZ,UKAEA,4/17/2023,Personnel Related,Support Services,People Asset Management Ltd,5146201,"2,528.40"
DESNZ,UKAEA,4/17/2023,Personnel Related,Support Services,People Asset Management Ltd,5146202,"12,439.79"
DESNZ,UKAEA,4/17/2023,Facilities,Fusion,RAL Display & Marketing Ltd,5146208,"2,997.00"
DESNZ,UKAEA,4/17/2023,Office Solutions,Support Services,Zuna Web Limited,5146219,"1,250.00"
DESNZ,UKAEA,4/17/2023,Learning and Development,Fusion,Majenta Solutions Ltd.,5146222,"3,250.00"
DESNZ,UKAEA,4/17/2023,Engineering Goods,Fusion,D Furnell Plant Services Ltd,5146224,935
DESNZ,UKAEA,4/17/2023,Energy and Fuels,Fusion,National Grid Plc,5146227,"3,379.62"
DESNZ,UKAEA,4/17/2023,Engineering Goods,Fusion,RS Components Ltd,5146230,573.33
DESNZ,UKAEA,4/17/2023,Engineering Goods,Fusion,Schneider Electric Systems UK Limited,5146238,"5,853.80"
DESNZ,UKAEA,4/17/2023,Engineering Goods,Fusion,Schneider Electric Systems UK Limited,5146239,"2,498.60"
DESNZ,UKAEA,4/17/2023,Consultancy - Other (per Cabinet Office definition),Other,Oxford University - GBP,5146240,"1,630.00"
DESNZ,UKAEA,4/17/2023,Travel,Other,Employee Expenses,20015817,"2,619.51"
DESNZ,UKAEA,4/18/2023,Logistics and Shipping,Fusion,Sundry Supplier,5146070,"5,104.15"
DESNZ,UKAEA,4/19/2023,Engineering Goods,Other,BOC Ltd,5146026,600.4
DESNZ,UKAEA,4/19/2023,Engineering Goods,Fusion,BOC Ltd,5146038,"87,993.04"
DESNZ,UKAEA,4/19/2023,Construction,Other,Optimum Electrical Engineering Limited,5146060,"125,919.40"
DESNZ,UKAEA,4/19/2023,Facilities,Property,Graham Asset Management Ltd,5146096,"142,461.60"
